"pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss"
"CG-930","SKBR3","trt_cp","down",-0.254019158478746,0.019688430384091,0.0542219396375193,-0.803467951692936,0.565916186630824,629,107,"MAPK8","JNK inhibitor","57394468"
"cyclo-[Arg-Gly-Asp-D-Phe-Val]","A549","trt_cp","down",-0.219051471672854,0.119505026143938,0.221906864175152,-0.803464718847864,-0.803724799524283,629,107,"ITGAV; ITGB3",NA,"NotFound"
"BRD-K47703442","A549","trt_cp","down",-0.219035478328056,0.119505026143938,0.221906864175152,-0.80340605643312,-0.826930989459006,629,107,NA,NA,"5286678"
"SC-9","SKB","trt_cp","up",0.206552367399519,0.177460030569984,0.302790271213864,0.803360354420769,0.79689796093177,629,107,NA,"Protein tyrosine kinase activator","124172"
"H-89","VCAP","trt_cp","down",-0.215963083601083,0.133358826453085,0.241923113270358,-0.803344392931623,-1.20426434053268,629,107,"GSG2; KCNA2; KCNA3; KCNA5; KCNAB2; KCNC1; KCNC2; KCNC3; KCNE1; KCNE2; KCNE3; KCNE4; KCNH1; KCNH2; KCNQ1; KCNQ2; KCNQ3; KCNQ5; KCNS3; PKIA; PRKACA","PKA inhibitor","449241"
"tivozanib","PC3","trt_cp","up",0.215532625523183,0.133358826453085,0.241923113270358,0.803324584726591,-1.20700641572524,629,107,"FLT1; FLT4; KDR; KIT; PDGFRA; PDGFRB","VEGFR inhibitor","9911830"
"BRD-K80666761","MCF7","trt_cp","up",0.21100335445288,0.157560361532301,0.275684141426934,0.80326162060155,0.806175304211102,629,107,NA,NA,"54660826"
"BRD-K78432605","PC3","trt_cp","down",-0.225024124966871,0.0939448009114856,0.183598863308026,-0.803238277186744,0.534627071583857,629,107,NA,NA,"44503844"
"BRD-A84909344","MCF7","trt_cp","down",-0.219137541579858,0.119505026143938,0.221906864175152,-0.803190231779703,0.0153905761447734,629,107,NA,NA,"4879298"
"CL-218872","SKB","trt_cp","down",-0.215966997072997,0.133358826453085,0.241923113270358,-0.80316291481061,-0.803221647859996,629,107,"GABRA2; GABRA3; GABRA5; GABRB2; GABRG2","GABA receptor agonist","107950"
"PSB-06126","HCC515","trt_cp","up",0.210914716783143,0.157560361532301,0.275684141426934,0.803160933272961,-0.864774621076926,629,107,"ENTPD3","NTPDase inhibitor","24868313"
"DAC-012","MCF7","trt_cp","up",0.210961945222763,0.157560361532301,0.275684141426934,0.803103981186871,0.930892919478095,629,107,NA,NA,"775191"
"ethinyl-estradiol","PC3","trt_cp","down",-0.224982946745656,0.0939448009114856,0.183598863308026,-0.803091288842842,0.768369253955977,629,107,"CYP2C8; ESR1; ESR2; NR1I2","DNA directed DNA polymerase stimulant; Estrogen receptor agonist; Estrogenic component in oral contraceptives","5991"
"BRD-K71746288","PC3","trt_cp","up",0.215468911428222,0.138118354484833,0.24861412003858,0.803087112099177,-1.03195187956529,629,107,NA,NA,"44494883"
"BRD-K87113270","MCF7","trt_cp","up",0.210945741685534,0.157560361532301,0.275684141426934,0.803042296482341,0.804904611039476,629,107,NA,NA,"44493933"
"norketamine","A549","trt_cp","down",-0.218935647078546,0.119505026143938,0.221906864175152,-0.803039882737926,-0.803474739358094,629,107,"CYP2B6; CYP3A5; GRIN1","Glutamate receptor antagonist","123767"
"rofecoxib","HA1E","trt_cp","down",-0.221247909740487,0.110622188353248,0.208761222403164,-0.802981769752446,0.637759747661831,629,107,"CYP3A4; ELN; PTGER2","Cyclooxygenase inhibitor","5090"
"BRD-K71142328","PC3","trt_cp","down",-0.224948461693466,0.0939448009114856,0.183598863308026,-0.802968192201922,-0.69842657983122,629,107,NA,NA,"49835836"
"BE-2254","SKB","trt_cp","down",-0.215913400860752,0.133358826453085,0.241923113270358,-0.802963595050496,0.863092787924106,629,107,NA,NA,"34772"
"SA-1463814","MCF7","trt_cp","up",0.210913655163939,0.157560361532301,0.275684141426934,0.802920147375267,0.321726619771232,629,107,NA,NA,"54654330"
"BRD-K08887444","VCAP","trt_cp","up",0.208729677127761,0.167478438447628,0.28942349931558,0.802853615337074,0.804549823746596,629,107,NA,NA,"44496174"
"BRD-K95482240","A549","trt_cp","up",0.211022056186368,0.157560361532301,0.275684141426934,0.802789415045737,0.804597908951492,629,107,NA,NA,"44486602"
"rotenonic-acid","HA1E","trt_cp","down",-0.221193488561925,0.110622188353248,0.208761222403164,-0.802784257313455,-0.802924517956321,629,107,NA,"Retinoid receptor antagonist","6708539"
"BRD-K08995965","VCAP","trt_cp","down",-0.215793402991191,0.133358826453085,0.241923113270358,-0.802713211137619,0.981538571285771,629,107,NA,NA,"44505242"
"verapamil","VCAP","trt_cp","down",-0.215793073051374,0.133358826453085,0.241923113270358,-0.802711983819981,0,629,107,"ABCB1; ABCB4; ABCG2; ADCY10; ADRA1B; ADRA1D; CACNA1A; CACNA1B; CACNA1C; CACNA1D; CACNA1F; CACNA1G; CACNA1I; CACNA1S; CACNB1; CACNB2; CACNB3; CACNB4; CYP2C8; CYP2E1; CYP3A4; CYP3A5; CYP3A7; KCNA10; KCNA7; KCNH2; KCNJ11; NALCN; SCN5A; SEC23IP; SLC29A4; SLC6A4","Calcium channel blocker","62969"
"butabindide","VCAP","trt_cp","down",-0.215790841685695,0.133358826453085,0.241923113270358,-0.80270368353515,0.0196066373345827,629,107,"TPP2","Tripeptidyl peptidase inhibitor","9817923"
"dehydrocholate","ASC","trt_cp","down",-0.21874864514159,0.119505026143938,0.221906864175152,-0.802646910542144,-0.0240794073162642,629,107,NA,NA,"6674"
"BRD-K73876582","MCF7","trt_cp","down",-0.21898192848448,0.119505026143938,0.221906864175152,-0.802619873468464,-0.802691216376504,629,107,NA,NA,"54638469"
"BRD-K87790979","A375","trt_cp","up",0.210589139042679,0.157560361532301,0.275684141426934,0.802598247368931,0.016051964947379,629,107,NA,NA,"54666463"
"NCS-382","A549","trt_cp","up",0.210965260529866,0.157560361532301,0.275684141426934,0.802573347812363,0.0240772004343711,629,107,"GABBR1; GABBR2; SLC52A2","GABA receptor antagonist","5875451"
"FPL-64176","SKB","trt_cp","up",0.206345619194772,0.182443918074043,0.309284470065688,0.802556232380762,0.79900916306516,629,107,"CACNA1C; CACNA1S","Calcium channel activator","3423"
"benzbromarone","PC3","trt_cp","down",-0.224821183103607,0.0939448009114856,0.183598863308026,-0.802513862981638,-0.804125093990893,629,107,"ABCC1; CYP2C9; SLC22A12","Chloride channel blocker","2333"
"E-4031","MCF7","trt_cp","down",-0.218947063946803,0.119505026143938,0.221906864175152,-0.80249208680126,-0.80653283009614,629,107,"KCNH1; KCNH2","Potassium channel blocker","3185"
"BRD-K04188046","VCAP","trt_cp","down",-0.215727937108801,0.133358826453085,0.241923113270358,-0.802469689658533,-0.838613326009994,629,107,NA,NA,"52780"
"BRD-K74126469","MCF7","trt_cp","up",0.21079389884104,0.157560361532301,0.275684141426934,0.802464251030592,0.808074885201792,629,107,NA,NA,"7217946"
"BRD-K10799838","VCAP","trt_cp","up",0.208624783448388,0.167478438447628,0.28942349931558,0.802450154406796,-0.43107638528616,629,107,NA,NA,"60188399"
"BRD-K93296644","PC3","trt_cp","down",-0.224788950274951,0.0939448009114856,0.183598863308026,-0.802398805799383,-0.936651866715749,629,107,NA,NA,"23975589"
"BRD-K75128590","NPC","trt_cp","up",0.210993845492929,0.157560361532301,0.275684141426934,0.802372241912266,-0.867889894741312,629,107,NA,NA,"44492456"
"KIN001-055","SKBR3","trt_cp","down",-0.253669932953602,0.019688430384091,0.0542219396375193,-0.802363343997018,-0.991930570124684,629,107,"EGFR","EGFR inhibitor; JAK inhibitor; Leukotriene inhibitor; Mediator release inhibitor","3796"
"scopolamine-n-oxide","HA1E","trt_cp","up",0.213976753601261,0.14291145701622,0.255232353436864,0.802338197404147,0.805427049089856,629,107,NA,NA,"3000667"
"chlorphenamine","NPC","trt_cp","up",0.210980460764097,0.157560361532301,0.275684141426934,0.802321342158033,-0.856215804646456,629,107,"HRH1; SLC6A2; SLC6A3; SLC6A4","Histamine receptor antagonist","2725"
"rutin","SKB","trt_cp","down",-0.215738940365716,0.133358826453085,0.241923113270358,-0.802314791290609,-0.805528489076913,629,107,"AKR1B1; AKR1C3; CBR1; F10","Antioxidant; Capillary stabilizing agent; Nitric oxide scavenger","5293655"
"zoxazolamine","SKB","trt_cp","down",-0.215738928301429,0.133358826453085,0.241923113270358,-0.802314746424549,0.971618274204192,629,107,NA,"Myorelaxant","6103"
"etomidate","VCAP","trt_cp","up",0.208577815377476,0.167478438447628,0.28942349931558,0.802269497367242,0.0240680849210174,629,107,"ADRA2B; CYP11B1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ","GABA receptor modulator","667484"
"VX-702","MCF7","trt_cp","down",-0.218883414908317,0.119505026143938,0.221906864175152,-0.802258798220919,-0.829534391426498,629,107,"IL1B; IL6; MAPK11; MAPK12; MAPK14; NLK; TNF","p38 MAPK inhibitor","10341154"
"somatostatin","A549","trt_cp","down",-0.21871202713508,0.119505026143938,0.221906864175152,-0.802219661199884,-1.01819913871925,629,107,"GH1; GHR; OPRD1; OPRM1; SSTR1; SSTR2; SSTR3; SSTR4; SSTR5","Somatostatin receptor agonist","16129706"
"avrainvillamide-analog-6","HEPG2","trt_cp","down",-0.227061487105656,0.0861386100696779,0.171590202183013,-0.80221417561609,0.637967215974613,629,107,"NPM1","nucleophosmin inhibitor","73707611"
"BRL-37344","ASC","trt_cp","up",0.216665027469913,0.128673606208937,0.235150286194691,0.802207470346047,1.01972260466407,629,107,"ADRB1; ADRB2; ADRB3","Adrenergic receptor agonist","9841972"
"BRD-K57073585","HT29","trt_cp","up",0.211085483506281,0.157560361532301,0.275684141426934,0.802205285031118,-0.731600227800469,629,107,NA,NA,"44490858"
"BRD-K64881093","PC3","trt_cp","down",-0.224730957535721,0.0939448009114856,0.183598863308026,-0.802191796937753,1.12167239763989,629,107,NA,NA,"44607969"
"ondansetron","MCF7","trt_cp","up",0.210719243660542,0.157560361532301,0.275684141426934,0.80218004871813,0.805319260906117,629,107,"CYP2D6; CYP3A5; HTR1B; HTR3A; HTR3B; HTR3C; HTR3D; HTR3E; HTR4; OPRM1; SSTR1","Serotonin receptor antagonist","4595"
"clobenpropit","HCC515","trt_cp","down",-0.221138355113158,0.110622188353248,0.208761222403164,-0.802163875580232,0.871041160574619,629,107,"HRH1; HRH2; HRH3; HRH4","Histamine receptor antagonist","2790"
"riboflavin","MCF7","trt_cp","up",0.210713047322747,0.157560361532301,0.275684141426934,0.802156460086793,0.677420740690108,629,107,"ACP1; ACP5; ACP6; ACPP; ACPT; BLVRB; ENPP1; FLAD1; RFK; SLC52A3","Vitamin B","493570"
"BRD-K27520107","A549","trt_cp","up",0.210852709193763,0.157560361532301,0.275684141426934,0.802145169720911,-1.05688916568433,629,107,NA,NA,"56643185"
"valsartan","PC3","trt_cp","up",0.215215655708589,0.138118354484833,0.24861412003858,0.802143187506278,0.918486042828385,629,107,"AGTR1; CCL2","Angiotensin receptor antagonist","5650"
"BRD-K17830172","VCAP","trt_cp","down",-0.215624781713823,0.133358826453085,0.241923113270358,-0.802085969872845,0.813910755405899,629,107,NA,NA,"6875690"
"BML-286","NPC","trt_cp","up",0.210916237793363,0.157560361532301,0.275684141426934,0.802077113569804,0.913590442055346,629,107,NA,NA,"5221450"
"mestanolone","A549","trt_cp","down",-0.218662881576174,0.119505026143938,0.221906864175152,-0.802039398897298,-0.80518000690213,629,107,NA,"Androgenic steroid","10633"
"BRD-K14711204","PC3","trt_cp","up",0.215187366922203,0.138118354484833,0.24861412003858,0.802037750672663,0.802949177247429,629,107,NA,NA,"50904528"
