"pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss"
"naftopidil","MCF7","trt_cp","up",0.701708003697854,1.29685040730459e-05,9.41369780148809e-05,1.85071000542769,0.0185071000542773,12,12,"ADRA1A; ADRA1D","Adrenergic receptor antagonist","4418"
"BRD-K99750636","PC3","trt_cp","down",-0.744348015768218,1.11407283312072e-05,9.41369780148809e-05,-1.8505469464101,-1.23986645409477,12,12,NA,NA,"60187511"
"buparlisib","MCF7","trt_cp","down",-0.741518276231684,1.12277652712948e-05,9.41369780148809e-05,-1.8485521137555,-1.32478753450038,12,12,NA,NA,"16654980"
"niacin","HEPG2","trt_cp","down",-0.718010180326115,1.22722085523455e-05,9.41369780148809e-05,-1.8250228780314,-1.14218911107595,12,12,"ACHE; DGAT2; HCAR1; HCAR2; HCAR3; NNMT; PTGDR; QPRT","NAD precursor with lipid lowering effects; Vitamin B","938"
"acitretin","FIBRNPC","trt_cp","up",0.68149786552046,1.38823919439653e-05,9.41369780148809e-05,1.82280482663802,-0.0228001680023268,12,12,"CRABP1; RARA; RARB; RARG; RBP1; RXRA; RXRB; RXRG; STAT3","Retinoid receptor agonist","5284513"
"ethotoin","HT29","trt_cp","up",0.688491216391175,1.35777626536588e-05,9.41369780148809e-05,1.79630782884429,-0.617290467362125,12,12,"NR1I2; SCN5A","Hydantoin antiepileptic","3292"
"EMF-sumo1-8","PC3","trt_cp","down",-0.714400498421038,1.24462824325206e-05,9.41369780148809e-05,-1.77609348431255,0,12,12,NA,NA,"260972"
"BRD-K74446951","HT29","trt_cp","up",0.673500741127955,1.41870212342717e-05,9.41369780148809e-05,1.75719693326226,1.29391563228794,12,12,NA,NA,"44490286"
"norcyclobenzaprine","NPC","trt_cp","up",0.684988761813815,1.37083180637902e-05,9.41369780148809e-05,1.75375990441152,0.531366629386226,12,12,NA,"Adrenergic receptor agonist; Serotonin receptor antagonist","9918"
"BRD-A81372523","A549","trt_cp","down",-0.692505187309286,1.33601703034399e-05,9.41369780148809e-05,-1.75015650437444,-0.561484213215622,12,12,NA,NA,"3843095"
"JLK-6","HA1E","trt_cp","up",0.687737464578267,1.35777626536588e-05,9.41369780148809e-05,1.74922967178633,0.679797019795058,12,12,"PSEN1","Anti-amyloidogenic; Gamma secretase inhibitor","3803"
"kinetin-riboside","NKDBA","trt_cp","down",-0.630813700223273,1.60583154461542e-05,9.41369780148809e-05,-1.74518609708188,0.769446987823376,12,12,NA,"Apoptosis stimulant","20345"
"BRD-K21672423","VCAP","trt_cp","up",0.713786708411833,1.24462824325206e-05,9.41369780148809e-05,1.74471918593162,1.15767023003607,12,12,NA,NA,"1317598"
"BRD-K98948170","HCC515","trt_cp","down",-0.67664417258393,1.40564658241404e-05,9.41369780148809e-05,-1.74458842732989,-0.0254638998831196,12,12,NA,NA,"56840728"
"lovastatin","MCF7","trt_cp","down",-0.697411741181221,1.31860964232648e-05,9.41369780148809e-05,-1.73859767134808,-1.07894697782241,12,12,"APOA1; APOB; CYP2C9; CYP3A5; HDAC2; HMGCR; ITGAL; LDLR; LMNA; NR1I2; RAF1; RASD1; RHOA; RHOB","HMGCR inhibitor","3565209"
"VU-0447126-2","MCF7","trt_cp","down",-0.693783776378281,1.33166518333962e-05,9.41369780148809e-05,-1.72955341415298,-1.44535390469967,12,12,NA,NA,"3473417"
"sulfaphenazole","PC3","trt_cp","down",-0.693894837238142,1.33166518333962e-05,9.41369780148809e-05,-1.72511371694263,-0.0172511371694263,12,12,"CYP2C9",NA,"5335"
"isamoltane","SKB","trt_cp","down",-0.659056860435196,1.48397982849284e-05,9.41369780148809e-05,-1.72353126235168,-0.820039953371941,12,12,NA,NA,"127404"
"JWE-035","PC3","trt_cp","down",-0.691960000621887,1.34036887734837e-05,9.41369780148809e-05,-1.72030345895018,-0.895778361342106,12,12,"AURKA","Aurora kinase inhibitor","57340671"
"BH3I-1","SKB","trt_cp","down",-0.657334162506038,1.4926835225016e-05,9.41369780148809e-05,-1.71902615222426,0,12,12,"BCL2","BCL inhibitor","6090108"
"BRD-K20490522","A549","trt_cp","up",0.657164700303896,1.4926835225016e-05,9.41369780148809e-05,1.71857827427523,0,12,12,NA,NA,"54666610"
"verrucarin-a","ASC","trt_cp","up",0.626968671232873,1.62323893263293e-05,9.41369780148809e-05,1.71625993948012,1.15690726075735,12,12,NA,"Protein synthesis inhibitor","104830"
"BRD-K47071092","NEU","trt_cp","up",0.676611211425817,1.40564658241404e-05,9.41369780148809e-05,1.7156284434355,0,12,12,NA,NA,"56835591"
"gangaleoidin","HEPG2","trt_cp","down",-0.673712658407265,1.41870212342717e-05,9.41369780148809e-05,-1.71242838681502,-1.46707584408554,12,12,NA,NA,"4565183"
"biperiden","PC3","trt_cp","up",0.649968624459223,1.52314645153224e-05,9.41369780148809e-05,1.71235668696058,0,12,12,"CHRM1; CHRM4; CHRM5; CHRNA2","Acetylcholine receptor antagonist","2381"
"ampyrone","MCF7","trt_cp","down",-0.686798135368576,1.36212811237026e-05,9.41369780148809e-05,-1.71213870993281,-1.37741739505863,12,12,NA,NA,"2151"
"BRD-K01497355","NEU","trt_cp","up",0.674966016147349,1.41435027642279e-05,9.41369780148809e-05,1.71145685454208,-0.87770897795459,12,12,NA,NA,"49843384"
"BRD-K47786739","MCF7","trt_cp","down",-0.686426568417458,1.36647995937464e-05,9.41369780148809e-05,-1.7112124200558,-1.12627700605621,12,12,NA,NA,"44485465"
"BRD-K30958640","A549","trt_cp","down",-0.676068074676657,1.40999842941842e-05,9.41369780148809e-05,-1.70861527101718,0,12,12,NA,NA,"23958168"
"RG-14620","SKB","trt_cp","up",0.653081633938247,1.51009091051911e-05,9.41369780148809e-05,1.70695973759002,0.027706277292358,12,12,"EGFR","EGFR inhibitor","5926218"
"flavanone","PC3","trt_cp","up",0.64610188050846,1.54055383954975e-05,9.41369780148809e-05,1.70216966467722,0,12,12,"ADORA3; HSD11B1","11-beta-HSD1 inhibitor","10251"
"BRD-K91987625","A549","trt_cp","down",-0.672531466629669,1.42305397043155e-05,9.41369780148809e-05,-1.69967726204585,0.211286513999482,12,12,NA,NA,"5932959"
"BRD-K66598898","MCF7","trt_cp","down",-0.681001218707394,1.38823919439653e-05,9.41369780148809e-05,-1.6976874106314,-0.577213719614674,12,12,NA,NA,"44494563"
"BRD-A13964793","ASC","trt_cp","down",-0.650389667248264,1.52314645153224e-05,9.41369780148809e-05,-1.69557629114841,0.0285365054061772,12,12,NA,NA,"10040286"
"BRD-K31380618","HT29","trt_cp","down",-0.692175198241786,1.34036887734837e-05,9.41369780148809e-05,-1.69549200161501,-0.867761700294736,12,12,NA,NA,"54615108"
"BRD-K82685933","PC3","trt_cp","up",0.643121561380054,1.55360938056288e-05,9.41369780148809e-05,1.69431794815314,-0.0165690201502249,12,12,NA,NA,"9583102"
"BRD-K39799535","NPC","trt_cp","up",0.661007951847541,1.47527613448408e-05,9.41369780148809e-05,1.69236242559333,0,12,12,NA,NA,"54638476"
"chelidonine","MCF7","trt_cp","up",0.641404369673598,1.56231307457164e-05,9.41369780148809e-05,1.69166302539582,1.00502840430039,12,12,NA,"Tubulin inhibitor","10147"
"BRD-K95285735","HT29","trt_cp","down",-0.687679066174149,1.35777626536588e-05,9.41369780148809e-05,-1.6844786686059,0,12,12,NA,NA,"54651375"
"BRD-K07516181","MCF7","trt_cp","up",0.636999565786733,1.57972046258915e-05,9.41369780148809e-05,1.68004563670649,-0.823184192059382,12,12,NA,NA,"54654454"
"TPCA-1","HCC515","trt_cp","down",-0.6497151145091,1.52314645153224e-05,9.41369780148809e-05,-1.6751573659541,-1.00430261964207,12,12,"CDC42BPB; EPHB1; IKBKB; MAP3K9; NTRK3; NUAK1; RET; TNK2; TYK2","IKK inhibitor","9903786"
"ambroxol","ASC","trt_cp","down",-0.642540568606282,1.55360938056288e-05,9.41369780148809e-05,-1.67511356513289,-0.0229211641517258,12,12,"GBA","Sodium channel blocker","2132"
"dipropyl-5ct","HCC515","trt_cp","down",-0.64898798639328,1.52749829853662e-05,9.41369780148809e-05,-1.67328261501787,-0.0216661364589877,12,12,"HTR1B; HTR1D; HTR1F; HTR7","Serotonin receptor agonist","NotFound"
"KM-03472SC","ASC","trt_cp","up",0.610885084142249,1.69286848470297e-05,9.41369780148809e-05,1.67223283338485,0.524699730160209,12,12,NA,NA,"2820134"
"ABT-751","A549","trt_cp","up",0.639410430705884,1.5710167685804e-05,9.41369780148809e-05,1.67214835801123,0,12,12,"STMN4; TUBB","Tubulin inhibitor","3035714"
"BRD-K57930080","PC3","trt_cp","down",-0.671952602568571,1.42740581743593e-05,9.41369780148809e-05,-1.67056243917334,-1.01602206740126,12,12,NA,NA,"12790923"
"BRD-K31315646","MCF7","trt_cp","up",0.633315030534219,1.59712785060666e-05,9.41369780148809e-05,1.67032791049952,1.67032791049952,12,12,NA,NA,"44494947"
"BRD-K90734182","PC3","trt_cp","up",0.633513533861988,1.59277600360228e-05,9.41369780148809e-05,1.66900538759262,1.34225073315121,12,12,NA,NA,"54615956"
"MDL-72832","ASC","trt_cp","up",0.609699001051015,1.69722033170735e-05,9.41369780148809e-05,1.66898605728936,-0.939385490923384,12,12,NA,"Serotonin receptor agonist","182585"
"LY-278584","HA1E","trt_cp","down",-0.675016289479285,1.41435027642279e-05,9.41369780148809e-05,-1.66795288011869,-0.899057531785224,12,12,"HTR3A","Serotonin receptor antagonist","3970"
"BRD-K76876037","PC3","trt_cp","up",0.633021789440433,1.59712785060666e-05,9.41369780148809e-05,1.66770987606046,-1.25552303756561,12,12,NA,NA,"54638513"
"epothilone-a","MCF7","trt_cp","up",0.63181214699692,1.60147969761104e-05,9.41369780148809e-05,1.66636415123667,0.915025137673685,12,12,NA,"Microtubule stabilizing agent","448799"
"BRD-K41899231","VCAP","trt_cp","down",-0.662114600903651,1.47092428747971e-05,9.41369780148809e-05,-1.66605028919757,-1.66605028919757,12,12,NA,NA,"54669302"
"SB-239063","MDAMB231","trt_cp","up",0.603678144352179,1.72333141373362e-05,9.41369780148809e-05,1.66531363101297,-0.745807959494736,12,12,"MAPK11; MAPK14; TNF","p38 MAPK inhibitor","5166"
"BRD-A36275421","MCF7","trt_cp","up",0.630315904623763,1.6101833916198e-05,9.41369780148809e-05,1.66241790761973,0.655604035631334,12,12,NA,NA,"3689413"
"valsartan","SKB","trt_cp","up",0.63585513704365,1.58407230959353e-05,9.41369780148809e-05,1.66193483550928,0.845391476043834,12,12,"AGTR1; CCL2","Angiotensin receptor antagonist","5650"
"BRD-K30704475","A549","trt_cp","up",0.634144924269261,1.59277600360228e-05,9.41369780148809e-05,1.65837831686195,-0.826932783458624,12,12,NA,NA,"44492451"
"BRD-K87888439","VCAP","trt_cp","up",0.678213639665332,1.40129473540966e-05,9.41369780148809e-05,1.65776741894989,1.11070417069642,12,12,NA,NA,"60184955"
"BRD-K92953840","NEU","trt_cp","up",0.653759368654148,1.50573906351473e-05,9.41369780148809e-05,1.65768486995942,0.0173916905434705,12,12,NA,NA,"56835509"
"mebendazole","ASC","trt_cp","up",0.605551107780457,1.71462771972486e-05,9.41369780148809e-05,1.6576316413829,0.575170958275524,12,12,"TUBA1A; TUBB; TUBB4B","Tubulin inhibitor","4030"
"GDC-0879","NPC","trt_cp","up",0.647371880886019,1.53620199254537e-05,9.41369780148809e-05,1.65745032799526,0,12,12,"BRAF; RAF1","RAF inhibitor","11717001"
"BRD-K63158888","A549","trt_cp","down",-0.655745550728544,1.49703536950597e-05,9.41369780148809e-05,-1.65725450415954,-1.20785445512594,12,12,NA,NA,"54666625"
"manumycin-a","MCF7","trt_cp","up",0.627970501646031,1.61888708562855e-05,9.41369780148809e-05,1.65623205718797,0.824723858070873,12,12,"FNTA; IKBKB","Farnesyltransferase inhibitor; NFkB pathway inhibitor","73707404"
"lovastatin","FIBRNPC","trt_cp","down",-0.627229460728546,1.62323893263293e-05,9.41369780148809e-05,-1.65612450014086,-1.07894697782241,12,12,"APOA1; APOB; CYP2C9; CYP3A5; HDAC2; HMGCR; ITGAL; LDLR; LMNA; NR1I2; RAF1; RASD1; RHOA; RHOB","HMGCR inhibitor","3565209"
"EMF-sumo1-4","A549","trt_cp","up",0.633090025851033,1.59712785060666e-05,9.41369780148809e-05,1.6556196088816,1.03337277583249,12,12,NA,NA,"5535958"
"TCS-359","MCF7","trt_cp","up",0.627465141303829,1.62323893263293e-05,9.41369780148809e-05,1.65489920158887,0.7392343150825,12,12,"FLT3","FLT3 inhibitor","1048845"
"BRD-K74043769","HT29","trt_cp","down",-0.673546476094688,1.41870212342717e-05,9.41369780148809e-05,-1.64986070843816,-0.0218470216218756,12,12,NA,NA,"54661345"
"BRD-K36287933","VCAP","trt_cp","up",0.674748350524544,1.41435027642279e-05,9.41369780148809e-05,1.64929716253087,-0.0227702269716898,12,12,NA,NA,"5524574"
"BRD-K48716658","VCAP","trt_cp","up",0.674001611550967,1.41870212342717e-05,9.41369780148809e-05,1.6474718976461,0.915421570037849,12,12,NA,NA,"3392161"
"perphenazine","PC3","trt_cp","down",-0.661660207531051,1.47092428747971e-05,9.41369780148809e-05,-1.64497419307817,-0.813436053185939,12,12,"AOX1; CALM1; CALM2; CALM3; DRD1; HRH1; HTR6; HTR7","Dopamine receptor antagonist","4748"
"tripelennamine","SKB","trt_cp","down",-0.628296281311417,1.61888708562855e-05,9.41369780148809e-05,-1.64308779388847,-0.698709667033644,12,12,"GSR; HRH1","Histamine receptor antagonist","9066"
"benzathine","PC3","trt_cp","down",-0.660118760781473,1.47962798148846e-05,9.41369780148809e-05,-1.64114195397085,-0.829248479221445,12,12,NA,NA,"73707453"
"BRD-K63954456","PC3","trt_cp","down",-0.658385977721937,1.48833167549722e-05,9.41369780148809e-05,-1.63683402766261,0,12,12,NA,NA,"2202512"
"BRD-K78596368","VCAP","trt_cp","up",0.669168715097406,1.44046135844906e-05,9.41369780148809e-05,1.63565877887157,0,12,12,NA,NA,"44498245"
"BRD-A77577770","NPC","trt_cp","down",-0.6657427380697,1.45351689946219e-05,9.41369780148809e-05,-1.63426644493289,0,12,12,NA,NA,"363417"
"N-formylmethionylalanine","MCF7","trt_cp","up",0.61945329427323,1.65805370866795e-05,9.41369780148809e-05,1.63376846717605,-0.81098908281143,12,12,NA,NA,"4363"
"BRD-K28934562","HT29","trt_cp","down",-0.666966478876091,1.44916505245782e-05,9.41369780148809e-05,-1.63374292108733,-1.09569072855315,12,12,NA,NA,"71759739"
"SD-8-006","PC3","trt_cp","down",-0.656995182290154,1.4926835225016e-05,9.41369780148809e-05,-1.63337632752121,-0.0163337632752122,12,12,NA,NA,"44492086"
"hydroquinidine","MCF7","trt_cp","down",-0.655157077874405,1.50138721651035e-05,9.41369780148809e-05,-1.63325981296273,-0.836370070089955,12,12,"KMT2A; PSIP1","Antiarrhythmic","45479756"
"cinanserin","NPC","trt_cp","down",-0.66531933070927,1.45786874646657e-05,9.41369780148809e-05,-1.63322706379943,-0.387166222839186,12,12,NA,"Serotonin receptor antagonist","5475158"
"emetine","ASC","trt_cp","up",0.596297802794971,1.75814618976864e-05,9.41369780148809e-05,1.63230170484372,0.965381220813417,12,12,"MRPS7; RPS11; RPS12; RPS13; RPS14; RPS15; RPS15A; RPS16; RPS19; RPS2; RPS20; RPS21; RPS23; RPS24; RPS25; RPS27; RPS27L; RPS28; RPS29; RPS3; RPS3A; RPS5; RPS6; RPS7; RPS8; RPSA; RPSAP58; RSRC1","Protein synthesis inhibitor","10219"
"BRD-K11224669","MCF7","trt_cp","down",-0.65461028855718,1.50138721651035e-05,9.41369780148809e-05,-1.63189670623895,-1.59951987035275,12,12,NA,NA,"44491123"
"BRD-K21005091","SKB","trt_cp","up",0.624204616237301,1.63629447364606e-05,9.41369780148809e-05,1.63148386444389,0.89609714106026,12,12,NA,NA,"17400499"
"etomoxir","PHH","trt_cp","up",0.653312057566122,1.51009091051911e-05,9.41369780148809e-05,1.63144343030215,0,12,12,"CPT1A; CPT1B","Carnitine palmitoyltransferase inhibitor","123823"
"LY-165163","MCF7","trt_cp","up",0.61842998601768,1.66240555567233e-05,9.41369780148809e-05,1.63106955706358,0.311269604137832,12,12,"HTR1D","Serotonin receptor antagonist","121930"
"BRD-K38690464","NPC","trt_cp","up",0.636591133556872,1.57972046258915e-05,9.41369780148809e-05,1.62984864537001,0.910936488694414,12,12,NA,NA,"6669976"
"nortriptyline","SKB","trt_cp","up",0.623201012424493,1.64064632065044e-05,9.41369780148809e-05,1.62886074474195,0.704271629217247,12,12,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; ADRB1; ADRB2; ADRB3; CHRM1; CHRM4; CHRM5; HRH1; HTR6; KCNJ10; PGRMC1; PIK3CD; SIGMAR1; SLC6A2; SLC6A4","Tricyclic antidepressant","441358"
"NVP-AEW541","MCF7","trt_cp","down",-0.653215824722597,1.51009091051911e-05,9.41369780148809e-05,-1.62842040747249,-1.112671269526,12,12,NA,NA,"46881851"
"CGP-53353","PHH","trt_cp","down",-0.722682233624919,1.20546162021266e-05,9.41369780148809e-05,-1.62840948132937,-0.748338780474014,12,12,"EGFR; PRKCB","EGFR inhibitor; PKC inhibitor","6711154"
"ST-4042556","NEU","trt_cp","down",-0.662885369588077,1.46657244047533e-05,9.41369780148809e-05,-1.62831354898746,0,12,12,NA,NA,"1049140"
"CGP-37157","PC3","trt_cp","down",-0.654817974524479,1.50138721651035e-05,9.41369780148809e-05,-1.62796350301289,0.0219417319618969,12,12,"SLC8A1","L-type calcium channel blocker; Mitochondrial Na+/Ca2+ exchanger antagonist; Sodium/calcium exchange inhibitor","2688"
"BRD-K66448556","PC3","trt_cp","up",0.61771287788438,1.66240555567233e-05,9.41369780148809e-05,1.62737821067445,-0.767183278202426,12,12,NA,NA,"44460135"
"cefotetan","MCF7","trt_cp","down",-0.651564184642503,1.51444275752348e-05,9.41369780148809e-05,-1.62430298668991,-1.08828300108224,12,12,NA,NA,"53025"
"BRD-K79619196","A549","trt_cp","up",0.620635605438231,1.6493500146592e-05,9.41369780148809e-05,1.62304954489272,1.01438578993189,12,12,NA,NA,"44507621"
"alfadolone-acetate","HA1E","trt_cp","down",-0.656600203039215,1.4926835225016e-05,9.41369780148809e-05,-1.62244706804129,0,12,12,NA,NA,"24733"
"safrolglycol","VCAP","trt_cp","down",-0.644757387412387,1.54490568655413e-05,9.41369780148809e-05,-1.62237508475816,0.0218761566547289,12,12,NA,NA,"97807"
"BRD-K96787835","PC3","trt_cp","up",0.615466026671809,1.67546109668546e-05,9.41369780148809e-05,1.62145883156342,0,12,12,NA,NA,"44499520"
"BRD-A21812217","A549","trt_cp","up",0.619906164378166,1.65370186166357e-05,9.41369780148809e-05,1.6211419537552,0.0162114195375523,12,12,NA,NA,"44142077"
"PI-103","BT20","trt_cp","down",-0.707316866958671,1.2750911722827e-05,9.41369780148809e-05,-1.62114142642091,-1.15031415321899,12,12,"MLST8; MTOR; PIK3C2B; PIK3C2G; PIK3C3; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIK3R1; PRKDC","MTOR inhibitor; PI3K inhibitor","9884685"
"AM-580","ASC","trt_cp","down",-0.621360499186755,1.6493500146592e-05,9.41369780148809e-05,-1.61989678454569,-0.890929496839868,12,12,"RARA","Retinoid receptor agonist","2126"
"BRD-K44484254","MCF7","trt_cp","down",-0.649741810725203,1.52314645153224e-05,9.41369780148809e-05,-1.6197599386426,0.723867572330761,12,12,NA,NA,"44517659"
"BRD-K72451865","ASC","trt_cp","down",-0.620481688283703,1.65370186166357e-05,9.41369780148809e-05,-1.6176057104302,-0.502382659671985,12,12,NA,NA,"24868588"
"ingenol","NKDBA","trt_cp","up",0.741009359754794,1.12712837413386e-05,9.41369780148809e-05,1.61722507516869,1.12100199246534,12,12,"PRKCE","PKC activator","5225086"
"BRL-52537","PC3","trt_cp","up",0.613805171130608,1.67981294368984e-05,9.41369780148809e-05,1.61708327098245,-0.0217540032968736,12,12,"OPRK1","Opioid receptor agonist","6603740"
"hinokitiol","A549","trt_cp","down",-0.63946979309438,1.5710167685804e-05,9.41369780148809e-05,-1.61612106052754,-0.973341793140571,12,12,"TYR","Tyrosinase inhibitor","3611"
"equilin","ASC","trt_cp","up",0.58996050509319,1.78425727179491e-05,9.41369780148809e-05,1.61495402756866,-0.529172402992401,12,12,"HSD17B1","Estrogen receptor agonist","223368"
"BRD-K02665621","PC3","trt_cp","down",-0.649305932601829,1.52749829853662e-05,9.41369780148809e-05,-1.6142598427191,-0.021168169000541,12,12,NA,NA,"54649511"
"norketamine","HA1E","trt_cp","down",-0.653235480052114,1.51009091051911e-05,9.41369780148809e-05,-1.61413289920624,-0.796206760099792,12,12,"CYP2B6; CYP3A5; GRIN1","Glutamate receptor antagonist","123767"
"BRD-K52678950","A549","trt_cp","down",-0.638644233611304,1.5710167685804e-05,9.41369780148809e-05,-1.61403463817933,-0.844316731585698,12,12,NA,NA,"5716861"
"AR-A014418","FIBRNPC","trt_cp","up",0.603003390716171,1.727683260738e-05,9.41369780148809e-05,1.61285536857419,0,12,12,"GSK3B","Glycogen synthase kinase inhibitor","448014"
"cilnidipine","A549","trt_cp","down",-0.638135765413204,1.57536861558477e-05,9.41369780148809e-05,-1.61274959520712,-0.649697821475248,12,12,"CACNA1B; CACNA1C; CACNA1D; CACNA1F; CACNA1S; CACNB1; CACNB2; CACNB3; CACNB4","Calcium channel blocker","5282138"
"BRD-K91946056","PC3","trt_cp","down",-0.647165448307521,1.53620199254537e-05,9.41369780148809e-05,-1.60893831758468,-0.836968927926689,12,12,NA,NA,"54666645"
"BRD-U32049204","VCAP","trt_cp","up",0.657945885433422,1.48833167549722e-05,9.41369780148809e-05,1.60822665383416,-0.820158789522894,12,12,NA,NA,"NotFound"
"BI-78D3","VCAP","trt_cp","up",0.657460041864758,1.4926835225016e-05,9.41369780148809e-05,1.60703909936498,0.296221751270367,12,12,"MAPK8","JNK inhibitor","2747117"
"ST-012030","ASC","trt_cp","up",0.586966335668791,1.79731281280804e-05,9.41369780148809e-05,1.60675780777189,0,12,12,NA,NA,"632854"
"BRD-K76636716","NPC","trt_cp","down",-0.654421578866918,1.50573906351473e-05,9.41369780148809e-05,-1.60647524339985,-1.16833343182441,12,12,NA,NA,"54649312"
"BRD-K72817452","MCF7","trt_cp","up",0.608796099795471,1.70157217871173e-05,9.41369780148809e-05,1.6056607979663,0.967296772769889,12,12,NA,NA,"1998811"
"ST-91","A549","trt_cp","down",-0.63517522497187,1.58842415659791e-05,9.41369780148809e-05,-1.60526747203343,-0.852228198958202,12,12,NA,"Adrenergic receptor agonist","20864"
"dicyclohexylurea","PC3","trt_cp","up",0.608807272557606,1.70157217871173e-05,9.41369780148809e-05,1.60391619688044,0,12,12,"EPHX2","Epoxide hydolase inhibitor","4277"
"BRD-K61718261","MCF7","trt_cp","up",0.607792162001489,1.70592402571611e-05,9.41369780148809e-05,1.60301297620802,0.669425572797822,12,12,NA,NA,"44142135"
"vemurafenib","HCC515","trt_cp","down",-0.621692849152791,1.64499816765482e-05,9.41369780148809e-05,-1.60290769348371,-1.24190386380243,12,12,"BRAF; CYP3A4; CYP3A5; RAF1","RAF inhibitor","42611257"
"methylergometrine","HA1E","trt_cp","down",-0.648596109750271,1.52749829853662e-05,9.41369780148809e-05,-1.60266910021724,0,12,12,"DRD1; HTR1E; HTR1F; HTR2B","Dopamine receptor antagonist; Serotonin receptor antagonist","4140"
"VU-0402604","A549","trt_cp","up",0.612688579113512,1.68416479069422e-05,9.41369780148809e-05,1.60226695145695,-0.812909998846394,12,12,NA,NA,"44247542"
"danoprevir","NEU","trt_cp","down",-0.652226783245874,1.51444275752348e-05,9.41369780148809e-05,-1.60213176650997,-1.36607081035913,12,12,NA,"HCV inhibitor","46931004"
"diltiazem","MCF7","trt_cp","down",-0.642373828945804,1.55796122756726e-05,9.41369780148809e-05,-1.60139208618502,0,12,12,"CACNA1C; CACNA1S; CACNA2D1; CACNG1; CYP3A5; CYP3A7; EDN1; HTR3A; KCNA5","Calcium channel blocker","39186"
"itraconazole","HCC515","trt_cp","up",0.620045440443664,1.65370186166357e-05,9.41369780148809e-05,1.59998936745697,-0.678335302923693,12,12,"ABCB1; CYP3A5; CYP3A7; CYP51A1; KDR","Cytochrome P450 inhibitor","3793"
"ricinine","SKB","trt_cp","up",0.611972464474415,1.6885166376986e-05,9.41369780148809e-05,1.59951268430607,0,12,12,NA,"Casein kinase inhibitor","10666"
"BRD-K11224669","PC3","trt_cp","down",-0.643245508224571,1.55360938056288e-05,9.41369780148809e-05,-1.59919283160642,-1.59951987035275,12,12,NA,NA,"44491123"
"BRD-A84423900","NPC","trt_cp","down",-0.651379432045119,1.51879460452786e-05,9.41369780148809e-05,-1.59900737602838,-1.04121259050376,12,12,NA,NA,"9994677"
"BRD-A88504692","VCAP","trt_cp","up",0.654169795859894,1.50573906351473e-05,9.41369780148809e-05,1.59899670341747,-0.725902973976217,12,12,NA,NA,"2956635"
"JNJ-16259685","ASC","trt_cp","up",0.583928412586631,1.81036835382118e-05,9.41369780148809e-05,1.59844181699857,0.290378557611969,12,12,"GRM1","Glutamate receptor antagonist","11313361"
"BRD-K61529775","A549","trt_cp","down",-0.632371331887055,1.60147969761104e-05,9.41369780148809e-05,-1.59818124104212,-0.832575596284275,12,12,NA,NA,"44486379"
"BRD-A78236793","FIBRNPC","trt_cp","up",0.596712773724307,1.75379434276426e-05,9.41369780148809e-05,1.59602983236133,1.24361366881473,12,12,NA,NA,"68735707"
"BRD-K28138218","A549","trt_cp","up",0.609609388865738,1.69722033170735e-05,9.41369780148809e-05,1.59421443515512,0.0282906277400281,12,12,NA,NA,"60190122"
"BRD-K22006123","A549","trt_cp","down",-0.629848819471598,1.6101833916198e-05,9.41369780148809e-05,-1.5918061385993,-0.0179355743859234,12,12,NA,NA,"24747212"
"SD-169","MCF7","trt_cp","up",0.602287298311741,1.73203510774238e-05,9.41369780148809e-05,1.58849425010622,0.0169312806353176,12,12,"MAPK14","p38 MAPK inhibitor","14973220"
"doxepin","HCC515","trt_cp","up",0.614735456520423,1.67546109668546e-05,9.41369780148809e-05,1.58628727844156,-0.697963286717685,12,12,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; CHRM1; CHRM4; CHRM5; HRH1; HRH2; HRH4; HTR2B; HTR6; KCNH2; SLC6A2; SLC6A3; SLC6A4","Histamine receptor antagonist","3158"
"HG-6-64-01","MCF10A","trt_cp","down",-0.741056780328416,1.12712837413386e-05,9.41369780148809e-05,-1.58620377852895,-1.29227645052702,12,12,"ABL1; BRAF; CSF1R; EGFR; FLT3; KIT; MAPK11; PDGFRB; RET","RAF inhibitor","53302361"
"15-delta-prostaglandin-j2","MCF7","trt_cp","up",0.60133319228068,1.73638695474675e-05,9.41369780148809e-05,1.58597785643731,0.992170666980225,12,12,"NR1H4; PPARG","PPAR receptor agonist","6375741"
"BRD-K80779790","PC3","trt_cp","down",-0.637477879642265,1.57972046258915e-05,9.41369780148809e-05,-1.58485374930229,-0.94448256943953,12,12,NA,NA,"54666529"
"BRD-K83213280","VCAP","trt_cp","down",-0.629310831400883,1.61453523862417e-05,9.41369780148809e-05,-1.58350758497044,-1.27992418612953,12,12,NA,NA,"928277"
"molindone","HT29","trt_cp","up",0.606713260683192,1.71027587272049e-05,9.41369780148809e-05,1.58294507479912,1.3498130524767,12,12,"CHRM1; HRH1","Dopamine receptor antagonist","23897"
"nilutamide","MCF7","trt_cp","down",-0.63462454939296,1.58842415659791e-05,9.41369780148809e-05,-1.58207368560522,-1.0950179737676,12,12,"AR; KLK3","Androgen receptor antagonist","4493"
