"","Gene.symbol","ID.VL","adj.P.Val.VL","P.Value.VL","t.VL","B.VL","logFC.VL","Gene.title.VL","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"563","PIK3C2B","ILMN_2117323",0.00887085,0.000955,-3.6453404,-0.9072,-1.0201729,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta","204484_at",3.74e-06,3.27e-07,-6.8280487,6.556134,-0.84121271,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta"
"564","PIK3C2G","ILMN_1738993",0.03498175,0.00681,2.8970433,-2.7272,0.8254177,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma","215129_at",5.95e-07,3.24e-08,-7.7879394,8.866453,-1.87427987,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma"
"565","PKNOX2","ILMN_1807689",0.03750529,0.00745,-2.8610146,-2.80934,-0.8261732,"PBX/knotted 1 homeobox 2","222171_s_at",1.76e-05,2.12e-06,-6.081958,4.687331,-0.60051383,"PBX/knotted 1 homeobox 2"
"566","PKP3","ILMN_1753457",0.01436435,0.00192,-3.3859386,-1.56007,-0.8069331,"plakophilin 3","209873_s_at",2.55e-05,3.31e-06,-5.9080153,4.244189,-1.11335748,"plakophilin 3"
"567","PLA2G4F","ILMN_1744211",0.01323077,0.00172,-3.4278078,-1.45608,-0.9178979,"phospholipase A2 group IVF","235958_at",0.000351,7.42e-05,-4.712985,1.159063,-0.92368939,"phospholipase A2 group IVF"
"568","PLBD2","ILMN_1734184",2.788e-05,8.46e-08,-6.9256095,7.98122,-1.1610574,"phospholipase B domain containing 2","228845_at",0.000432,9.46e-05,4.6206112,0.920186,0.5918429,"phospholipase B domain containing 2"
"569","PLD3","ILMN_1666976",0.00222985,0.000125,-4.3733056,1.01085,-0.93748,"phospholipase D family member 3","201050_at",4.42e-07,2.21e-08,7.9510956,9.247371,0.82704466,"phospholipase D family member 3"
"570","PLLP","ILMN_2082865",0.02987811,0.00547,-2.9837915,-2.52707,-0.8633923,"plasmolipin","204519_s_at",5.94e-05,9.07e-06,-5.5175819,3.241788,-1.77493247,"plasmolipin"
"571","PLOD2","ILMN_1771599",0.00171532,8.38e-05,4.5143724,1.39278,1.2710127,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","202619_s_at",1.73e-06,1.24e-07,7.2253674,7.526355,1.87941035,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
"572","PLOD3","ILMN_1774836",0.00064877,1.85e-05,-5.0397801,2.83124,-1.1382503,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3","202185_at",3.08e-06,2.56e-07,6.9271151,6.7998,0.89371721,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"
"573","PLPP2","ILMN_1710170",0.03946494,0.00803,-2.8308788,-2.8776,-0.6862908,"phospholipid phosphatase 2","209529_at",5.71e-07,3.08e-08,-7.8096246,8.917285,-0.93480721,"phospholipid phosphatase 2"
"574","PLS1","ILMN_2074044",0.00179656,9.11e-05,4.4852018,1.31361,0.8542077,"plastin 1","205190_at",0.000972,0.000245,-4.2567788,-0.015978,-0.77890575,"plastin 1"
"575","PM20D2","ILMN_1766000",0.04559972,0.00977,2.7512941,-3.0558,1.2115029,"peptidase M20 domain containing 2","225421_at",5.99e-08,1.69e-09,-9.0940495,11.814725,-0.63627557,"peptidase M20 domain containing 2"
"576","PMEL","ILMN_1665994",2.78e-06,1.41e-09,-8.436841,11.86564,-3.0623019,"premelanosome protein","209848_s_at",0.000119,2.07e-05,-5.2012145,2.424005,-0.87558225,"premelanosome protein"
"577","PMEPA1","ILMN_1734276",0.01827817,0.00272,-3.2542191,-1.88338,-0.6605297,"prostate transmembrane protein, androgen induced 1","222449_at",9.71e-08,3.15e-09,8.8114329,11.196493,1.10418211,"prostate transmembrane protein, androgen induced 1"
"578","PMPCB","ILMN_1728660",0.01335361,0.00174,3.4230197,-1.468,0.6816848,"peptidase, mitochondrial processing beta subunit","1570542_a_at",2.57e-05,3.34e-06,-5.9055197,4.237813,-0.6763997,"peptidase, mitochondrial processing beta subunit"
"579","PNPLA7","ILMN_1662587",0.04201472,0.00872,-2.797613,-2.95245,-0.6449961,"patatin like phospholipase domain containing 7","228383_at",7.41e-06,7.44e-07,-6.4974056,5.73493,-0.91018035,"patatin like phospholipase domain containing 7"
"580","PON2","ILMN_1714158",0.00747273,0.00074,3.7388863,-0.6671,0.963796,"paraoxonase 2","242700_at",0.000325,6.75e-05,-4.7494068,1.253331,-0.77840242,"paraoxonase 2"
"581","POSTN","ILMN_1790761",0.00052026,1.28e-05,5.16761,3.18348,1.8725076,"periostin","1555778_a_at",7.53e-07,4.36e-08,7.6620327,8.57009,1.44377611,"periostin"
"582","POU2F3","ILMN_1773613",0.00761327,0.00076,-3.7288118,-0.69307,-0.9949495,"POU class 2 homeobox 3","207109_at",3.3e-07,1.52e-08,-8.1129717,9.62178,-1.56480531,"POU class 2 homeobox 3"
"583","POU3F1","ILMN_2086981",0.00908554,0.000989,-3.6326776,-0.93952,-1.2050997,"POU class 3 homeobox 1","210475_at",1.04e-07,3.46e-09,-8.768098,11.100731,-1.23364606,"POU class 3 homeobox 1"
"584","PPA2","ILMN_1687785",0.01497286,0.00205,3.3619955,-1.61928,1.0310182,"pyrophosphatase (inorganic) 2","1559496_at",2.06e-06,1.56e-07,-7.1304343,7.296263,-1.75462637,"pyrophosphatase (inorganic) 2"
"585","PPIL1","ILMN_2054392",0.00091093,3.19e-05,4.8516541,2.31402,0.9661389,"peptidylprolyl isomerase like 1","222500_at",1.59e-06,1.12e-07,7.2680866,7.629531,0.7269106,"peptidylprolyl isomerase like 1"
"586","PPM1M","ILMN_1657810",0.0188754,0.00285,-3.2366352,-1.92609,-0.7266138,"protein phosphatase, Mg2+/Mn2+ dependent 1M","226074_at",0.000338,7.07e-05,4.7313242,1.206524,0.63395773,"protein phosphatase, Mg2+/Mn2+ dependent 1M"
"587","PPP1R13L","ILMN_1669390",0.00567519,0.000498,-3.8825458,-0.29417,-0.9910527,"protein phosphatase 1 regulatory subunit 13 like","218849_s_at",1.22e-07,4.23e-09,-8.6780472,10.900914,-1.54927357,"protein phosphatase 1 regulatory subunit 13 like"
"588","PPP1R16A","ILMN_1757882",0.01601528,0.00227,-3.3229951,-1.71531,-0.7918941,"protein phosphatase 1 regulatory subunit 16A","225203_at",4.71e-08,1.25e-09,-9.2354404,12.11993,-1.32736606,"protein phosphatase 1 regulatory subunit 16A"
"589","PPP1R18","ILMN_1732967",0.01811038,0.00269,-3.2592373,-1.87118,-0.7176387,"protein phosphatase 1 regulatory subunit 18","224927_at",1.43e-06,9.79e-08,7.3225559,7.760756,1.25179259,"protein phosphatase 1 regulatory subunit 18"
"590","PPP1R2","ILMN_1683044",0.04538081,0.0097,2.7540169,-3.04976,0.6957585,"protein phosphatase 1 regulatory inhibitor subunit 2","202166_s_at",4.85e-05,7.11e-06,5.6114123,3.483522,0.67700638,"protein phosphatase 1 regulatory inhibitor subunit 2"
"591","PPP2R3C","ILMN_1662617",0.0014158,6.23e-05,4.6178426,1.67433,1.2476067,"protein phosphatase 2 regulatory subunit B''gamma","218852_at",1.96e-08,3.82e-10,9.7939844,13.299121,0.76737902,"protein phosphatase 2 regulatory subunit B''gamma"
"592","PPP4R3B","ILMN_1661650",0.04023481,0.00824,2.8204611,-2.9011,0.9315539,"protein phosphatase 4 regulatory subunit 3B","1568627_at",1.7e-05,2.04e-06,-6.0982741,4.728772,-0.62184726,"protein phosphatase 4 regulatory subunit 3B"
"593","PRKCZ","ILMN_2386982",0.04319522,0.00906,-2.7820327,-2.98733,-0.5967919,"protein kinase C zeta","202178_at",0.000561,0.000128,-4.5055683,0.623225,-0.59925979,"protein kinase C zeta"
"594","PRR5","ILMN_2409754",0.00204626,0.00011,-4.4181646,1.13204,-0.6879111,"proline rich 5","47069_at",4.61e-05,6.69e-06,5.6351535,3.544611,0.69205497,"proline rich 5"
"595","PRSS16","ILMN_1692020",0.00078573,2.54e-05,-4.9308998,2.53168,-0.8862094,"protease, serine 16","208165_s_at",0.00194,0.000555,-3.942647,-0.814143,-0.61619317,"protease, serine 16"
"596","PRSS8","ILMN_1796461",0.00343948,0.000239,-4.1445809,0.39741,-1.0398077,"protease, serine 8","202525_at",0.00302,0.000933,-3.7408044,-1.319477,-1.0574914,"protease, serine 8"
"597","PSD4","ILMN_2154115",0.00014121,1.79e-06,-5.8506758,5.06645,-0.8912858,"pleckstrin and Sec7 domain containing 4","236616_at",2.55e-08,5.42e-10,-9.6261282,12.949163,-1.65656239,"pleckstrin and Sec7 domain containing 4"
"598","PSMA3","ILMN_2318011",0.00010944,1.16e-06,6.0024874,5.48314,1.5760728,"proteasome subunit alpha 3","232648_at",0.00118,0.000309,-4.167436,-0.244182,-0.8354619,"proteasome subunit alpha 3"
"599","PSMD6","ILMN_1779633",0.02769433,0.00491,3.0265605,-2.42721,0.8668371,"proteasome 26S subunit, non-ATPase 6","1555884_at",4.39e-05,6.31e-06,-5.6577574,3.602744,-0.95230223,"proteasome 26S subunit, non-ATPase 6"
"600","PSORS1C2","ILMN_1653447",0.01704785,0.00248,-3.2897275,-1.79682,-1.4130187,"psoriasis susceptibility 1 candidate 2","220635_at",0.00757,0.00274,-3.3152513,-2.357435,-1.3323833,"psoriasis susceptibility 1 candidate 2"
"601","PSPC1","ILMN_1724490",0.00194205,0.000103,4.4419345,1.19636,1.2954319,"paraspeckle component 1","243997_x_at",1.29e-05,1.45e-06,-6.2310198,5.065066,-1.18118683,NA
"602","PTEN","ILMN_1701134",0.01744476,0.00256,3.2769764,-1.82795,0.8944999,"phosphatase and tensin homolog","233254_x_at",4.54e-05,6.58e-06,-5.6418555,3.56185,-0.72635269,"phosphatase and tensin homolog"
"603","PTGS2","ILMN_2054297",0.00968477,0.00109,3.5972602,-1.02969,1.5983493,"prostaglandin-endoperoxide synthase 2","204748_at",0.00351,0.00112,3.6710439,-1.492414,1.22179571,"prostaglandin-endoperoxide synthase 2"
"604","PTK6","ILMN_1764508",0.04724054,0.0103,-2.731513,-3.09963,-0.7042488,"protein tyrosine kinase 6","206482_at",2.36e-06,1.85e-07,-7.0603576,7.12571,-1.39083289,"protein tyrosine kinase 6"
"605","PTK7","ILMN_1662166",0.00245228,0.000146,-4.3204236,0.86834,-0.7390866,"protein tyrosine kinase 7 (inactive)","207011_s_at",1.81e-05,2.2e-06,6.0681867,4.652336,0.98290308,"protein tyrosine kinase 7 (inactive)"
"606","PTP4A3","ILMN_2359710",0.01184068,0.00146,-3.4885504,-1.30423,-0.7968074,"protein tyrosine phosphatase type IVA, member 3","209695_at",8.92e-08,2.81e-09,8.8620458,11.308013,2.31626016,"protein tyrosine phosphatase type IVA, member 3"
"607","PTPN13","ILMN_2374687",0.02447055,0.00412,3.0947909,-2.26634,1.3818988,"protein tyrosine phosphatase, non-receptor type 13","204201_s_at",5.7e-10,2.14e-12,-12.4902138,18.428605,-1.15586796,"protein tyrosine phosphatase, non-receptor type 13"
"608","PTPN2","ILMN_2400030",0.00685002,0.000658,3.7813267,-0.55744,1.8291995,"protein tyrosine phosphatase, non-receptor type 2","204935_at",7.31e-06,7.32e-07,6.5037829,5.75088,1.20826883,"protein tyrosine phosphatase, non-receptor type 2"
"609","PTPN4","ILMN_1793549",0.00780317,0.000788,3.7158473,-0.72645,1.3675541,"protein tyrosine phosphatase, non-receptor type 4","232161_x_at",3.72e-06,3.24e-07,-6.8310235,6.563467,-0.82116782,"protein tyrosine phosphatase, non-receptor type 4"
"610","PTPRZ1","ILMN_1676616",0.00293518,0.00019,4.2254967,0.61351,1.4554165,"protein tyrosine phosphatase, receptor type Z1","204469_at",3.38e-05,4.63e-06,-5.7782184,3.912024,-1.3746531,"protein tyrosine phosphatase, receptor type Z1"
"611","QPRT","ILMN_1700268",0.00081036,2.7e-05,-4.9089545,2.47137,-1.2105508,"quinolinate phosphoribosyltransferase","204044_at",3.65e-06,3.16e-07,6.8410994,6.588298,1.14149761,"quinolinate phosphoribosyltransferase"
"612","QSOX1","ILMN_2411282",0.03263276,0.0062,-2.934444,-2.64132,-0.6240025,"quiescin sulfhydryl oxidase 1","201482_at",1.01e-07,3.3e-09,8.7893463,11.147718,1.02603208,"quiescin sulfhydryl oxidase 1"
"613","RAB11FIP4","ILMN_1681467",0.00149318,6.75e-05,-4.5902929,1.59926,-0.7432746,"RAB11 family interacting protein 4","225746_at",1.11e-06,7.13e-08,-7.4549003,8.078034,-0.85538271,"RAB11 family interacting protein 4"
"614","RAB23","ILMN_1667417",0.00594425,0.000531,3.8587253,-0.35634,0.9370373,"RAB23, member RAS oncogene family","220955_x_at",0.00229,0.000674,3.8671344,-1.003999,0.79244938,"RAB23, member RAS oncogene family"
"615","RAB3IP","ILMN_1803197",0.0131888,0.00171,3.4292835,-1.4524,0.9559316,"RAB3A interacting protein","231399_at",0.000749,0.00018,-4.374249,0.285229,-0.59731366,"RAB3A interacting protein"
"616","RAB40C","ILMN_1712705",0.0121341,0.00151,-3.4749702,-1.33828,-0.9501589,"RAB40C, member RAS oncogene family","227269_s_at",1.07e-08,1.7e-10,-10.1877576,14.105374,-1.11734925,"RAB40C, member RAS oncogene family"
"617","RABAC1","ILMN_2207363",0.04240725,0.00885,-2.7915494,-2.96604,-0.7686813,"Rab acceptor 1","203136_at",5.19e-10,1.84e-12,12.5769024,18.579136,0.91916637,"Rab acceptor 1"
"618","RABL3","ILMN_1662306",0.00130646,5.5e-05,4.6616214,1.79377,1.0271446,"RAB, member of RAS oncogene family like 3","226089_at",9.22e-06,9.68e-07,6.3923264,5.471526,0.72567975,"RAB, member of RAS oncogene family like 3"
"619","RAD50","ILMN_1755023",0.0006746,1.98e-05,5.016348,2.76673,1.5810497,"RAD50 double strand break repair protein","238656_at",3.88e-06,3.41e-07,-6.8103077,6.512378,-0.84772956,"RAD50 double strand break repair protein"
"620","RALGAPA1","ILMN_2324574",0.04305071,0.00902,2.7836999,-2.9836,0.9784116,"Ral GTPase activating protein catalytic alpha subunit 1","213049_at",5.01e-09,5.65e-11,-10.7380416,15.198158,-0.81478645,"Ral GTPase activating protein catalytic alpha subunit 1"
"621","RAPGEFL1","ILMN_1758613",0.02259868,0.00367,-3.139194,-2.16065,-0.9293443,"Rap guanine nucleotide exchange factor like 1","218657_at",9.25e-09,1.39e-10,-10.2855591,14.302459,-1.71821676,"Rap guanine nucleotide exchange factor like 1"
"622","RBM25","ILMN_1768117",3.947e-05,1.99e-07,6.6204335,7.16362,1.9446793,"RNA binding motif protein 25","1557081_at",0.00123,0.000325,-4.148416,-0.292653,-0.90281684,"RNA binding motif protein 25"
"623","RBM38","ILMN_2404049",0.00018183,2.63e-06,-5.7161826,4.69644,-0.7180445,"RNA binding motif protein 38","212430_at",5.77e-06,5.49e-07,6.6186578,6.037457,0.76479982,"RNA binding motif protein 38"
"624","RBM39","ILMN_2411963",0.00191336,9.98e-05,4.4532592,1.22703,1.0351512,"RNA binding motif protein 39","227223_at",0.00396,0.00129,-3.6151357,-1.630298,-0.79933519,"RNA binding motif protein 39"
"625","RBM41","ILMN_1695717",0.01956606,0.00299,3.2185128,-1.96998,1.465811,"RNA binding motif protein 41","219754_at",0.000126,2.22e-05,-5.174003,2.353526,-0.71174537,"RNA binding motif protein 41"
"626","RBM6","ILMN_1738239",0.01811038,0.00269,3.2588807,-1.87205,0.9176174,"RNA binding motif protein 6","1556672_a_at",1.94e-05,2.38e-06,-6.0366207,4.572063,-1.60796936,"RNA binding motif protein 6"
"627","RDX","ILMN_1708611",8.495e-05,8.03e-07,6.129948,5.83202,1.5208444,"radixin","244739_at",8.57e-05,1.41e-05,5.3484655,2.805071,0.91743714,"radixin"
"628","RELB","ILMN_1811258",0.03423042,0.00661,-2.9087191,-2.70046,-0.6294357,"RELB proto-oncogene, NF-kB subunit","205205_at",1.61e-05,1.9e-06,6.1263115,4.79993,0.65514947,"RELB proto-oncogene, NF-kB subunit"
"629","RFESD","ILMN_2100458",0.00027444,4.68e-06,5.5162977,4.14549,1.2317646,"Rieske Fe-S domain containing","239142_at",4.79e-05,7.01e-06,-5.6170163,3.497944,-0.73456415,"Rieske Fe-S domain containing"
"630","RGS2","ILMN_2197365",0.01497286,0.00205,3.3618853,-1.61955,1.2572716,"regulator of G-protein signaling 2","202388_at",0.00591,0.00206,3.4299133,-2.082079,0.58998368,"regulator of G-protein signaling 2"
"631","RHOC","ILMN_1673305",0.00986482,0.00112,-3.5868971,-1.05601,-0.7792392,"ras homolog family member C","235742_at",6.25e-05,9.65e-06,-5.4938374,3.180546,-0.82603494,"ras homolog family member C"
"632","RHOG","ILMN_1739792",0.00608755,0.000555,-3.8429583,-0.39742,-1.027699,"ras homolog family member G","203175_at",9.9e-07,6.13e-08,7.518457,8.229607,0.94604577,"ras homolog family member G"
"633","RIF1","ILMN_2149053",0.00357648,0.000254,4.1238211,0.34215,1.2353205,"replication timing regulatory factor 1","226821_at",2.03e-05,2.52e-06,-6.0157747,4.519006,-0.73583595,"replication timing regulatory factor 1"
"634","RIOK3","ILMN_1724700",0.04275234,0.00894,2.7872951,-2.97556,0.9086878,"RIO kinase 3","215588_x_at",1.35e-06,9.11e-08,-7.352722,7.833271,-0.74089258,"RIO kinase 3"
"635","RIPK4","ILMN_1680018",0.02057778,0.00322,-3.189255,-2.04059,-0.7195992,"receptor interacting serine/threonine kinase 4","221215_s_at",0.00353,0.00112,-3.6687169,-1.498166,-0.96809016,"receptor interacting serine/threonine kinase 4"
"636","RIT1","ILMN_1656335",0.0039594,0.000293,4.0727208,0.20644,0.8199745,"Ras like without CAAX 1","209882_at",2.99e-08,6.72e-10,9.5248138,12.736104,1.02315517,"Ras like without CAAX 1"
"637","RNF39","ILMN_1730223",0.03041784,0.0056,-2.9741643,-2.54944,-1.1191637,"ring finger protein 39","219916_s_at",5.74e-06,5.46e-07,-6.6211261,6.0436,-1.59344148,"ring finger protein 39"
"638","RORA","ILMN_2322499",0.04610821,0.00992,2.7449669,-3.06984,1.0169935,"RAR related orphan receptor A","226682_at",6.59e-09,8.67e-11,-10.5216212,14.773035,-1.55030353,"RAR related orphan receptor A"
"639","RORC","ILMN_1734366",0.0042853,0.000328,-4.0324472,0.09982,-0.7416798,"RAR related orphan receptor C","228806_at",2.99e-05,4.01e-06,-5.8336654,4.054065,-1.33695779,"RAR related orphan receptor C"
"640","RPAIN","ILMN_1770339",0.00039859,8.51e-06,5.309467,3.5748,1.320906,"RPA interacting protein","1558719_s_at",2.05e-06,1.55e-07,-7.1338507,7.304562,-1.09365711,"RPA interacting protein"
"641","RPL14","ILMN_1726460",6.392e-05,4.67e-07,6.3201999,6.35078,1.8557038,"ribosomal protein L14","229544_at",2.02e-06,1.52e-07,-7.1414048,7.322909,-0.66375602,NA
"642","RPP25","ILMN_1695271",0.00490156,4e-04,-3.9608715,-0.08888,-0.7558614,"ribonuclease P/MRP subunit p25","219143_s_at",4.12e-05,5.85e-06,5.686885,3.677611,0.60839026,"ribonuclease P/MRP subunit p25"
"643","RPRD1A","ILMN_1764207",0.01744476,0.00256,3.2770167,-1.82786,0.7765444,"regulation of nuclear pre-mRNA domain containing 1A","228566_at",6.88e-05,1.08e-05,-5.4506538,3.0691,-0.80514952,"regulation of nuclear pre-mRNA domain containing 1A"
"644","RPRML","ILMN_1676504",0.04220628,0.00879,-2.7942499,-2.95999,-0.5927848,"reprimo like","1554655_a_at",7.71e-06,7.8e-07,-6.4782178,5.686916,-0.94346011,"reprimo like"
"645","RPS15A","ILMN_2255310",0.0116824,0.00143,3.496913,-1.28323,1.332158,"ribosomal protein S15a","235309_at",0.00366,0.00117,-3.6521673,-1.539042,-0.78476644,"ribosomal protein S15a"
"646","RSRP1","ILMN_1749915",0.02648608,0.0046,3.0513245,-2.36904,0.9805794,"arginine and serine rich protein 1","209006_s_at",0.00106,0.000272,-4.2171693,-0.117253,-0.74101402,"arginine and serine rich protein 1"
"647","RSU1","ILMN_1721657",0.02611758,0.00452,3.0582506,-2.35273,0.9027206,"Ras suppressor protein 1","1569543_at",0.00594,0.00207,-3.4277052,-2.087415,-0.59991067,"Ras suppressor protein 1"
"648","RTP4","ILMN_2173975",0.0284906,0.0051,3.011603,-2.46222,0.9104527,"receptor transporter protein 4","219684_at",2.42e-08,5.05e-10,9.6601235,13.020343,1.47769866,"receptor transporter protein 4"
"649","RUFY3","ILMN_2262901",0.00886015,0.000951,3.6467976,-0.90348,0.9641804,"RUN and FYVE domain containing 3","210251_s_at",0.000212,4.08e-05,-4.9408177,1.749213,-0.60153401,"RUN and FYVE domain containing 3"
"650","RWDD2A","ILMN_1722156",0.00200756,0.000108,4.4255205,1.15194,0.8852314,"RWD domain containing 2A","213555_at",2e-07,8.04e-09,8.3920111,10.258864,1.02566151,"RWD domain containing 2A"
"651","RXRA","ILMN_1687315",0.01484652,0.00202,-3.3665866,-1.60794,-0.9939538,"retinoid X receptor alpha","202449_s_at",5.6e-09,6.68e-11,-10.6524779,15.030797,-0.90327217,"retinoid X receptor alpha"
"652","RYR1","ILMN_1682062",0.00188229,9.75e-05,-4.461367,1.24899,-0.8509201,"ryanodine receptor 1","205485_at",3.18e-07,1.46e-08,-8.1319487,9.665442,-1.25234976,"ryanodine receptor 1"
"653","S100A8","ILMN_1729801",0.01968822,0.00301,3.2150299,-1.9784,1.093257,"S100 calcium binding protein A8","214370_at",0.000716,0.000171,4.3954757,0.33978,0.92942154,"S100 calcium binding protein A8"
"654","S100P","ILMN_1801216",0.00557697,0.000486,3.8909589,-0.27219,0.9310712,"S100 calcium binding protein P","204351_at",0.0459,0.0229,2.4210507,-4.347379,1.07976097,"S100 calcium binding protein P"
"655","S1PR3","ILMN_1703531",0.00282125,0.000179,4.2467058,0.67033,0.6039879,"sphingosine-1-phosphate receptor 3","228176_at",0.00143,0.000388,4.0809588,-0.464221,1.27213122,"sphingosine-1-phosphate receptor 3"
"656","SAMD4B","ILMN_1753467",0.00489149,0.000399,-3.962266,-0.08522,-0.8842927,"sterile alpha motif domain containing 4B","229871_at",0.000161,2.97e-05,-5.0619631,2.063216,-1.04452882,"sterile alpha motif domain containing 4B"
"657","SAP30L","ILMN_1757781",0.02928268,0.00532,2.994838,-2.50135,0.6717155,"SAP30 like","232135_at",0.000118,2.05e-05,-5.2046988,2.433028,-0.77787162,"SAP30 like"
"658","SAR1B","ILMN_1736888",0.01718912,0.00251,3.2851977,-1.80788,0.8075609,"secretion associated Ras related GTPase 1B","1554482_a_at",0.00162,0.00045,4.0232127,-0.610636,0.60992557,"secretion associated Ras related GTPase 1B"
"659","SAT1","ILMN_1753342",0.03971384,0.00809,2.8276508,-2.88488,0.7293506,"spermidine/spermine N1-acetyltransferase 1","213988_s_at",5.09e-08,1.39e-09,9.1866098,12.014833,1.38474277,"spermidine/spermine N1-acetyltransferase 1"
"660","SCAF11","ILMN_2069593",0.00826014,0.000858,3.6846478,-0.80659,1.486933,"SR-related CTD associated factor 11","232597_x_at",4.32e-05,6.2e-06,-5.6648979,3.621102,-0.59329966,"SR-related CTD associated factor 11"
