"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"3007","Vitiligo","GO:0031577","spindle checkpoint","15/2693","38/18862",0.000119488187205378,0.00379264357166701,0.00332011454173006,"TPR/TTK/ATM/NDC80/BUB1/MAD2L1/KNTC1/CENPF/IK/CCNB1/TRIP13/ZWINT/CDK5RAP2/KLHL22/MAD1L1",15
"3008","Vitiligo","GO:0097064","ncRNA export from nucleus","15/2693","38/18862",0.000119488187205378,0.00379264357166701,0.00332011454173006,"SSB/TPR/PHAX/NPM1/NUP107/NUP54/NUP35/XPOT/NUP88/NUP37/NCBP2/NUP50/NUP188/NUP214/NOL6",15
"3009","Vitiligo","GO:0043162","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","11/2693","23/18862",0.000126141391071755,0.00396189636146315,0.00346827996724711,"TOM1L1/VPS37A/NEDD4/RNF126/VPS37D/VPS28/MVB12A/PTPN23/MVB12B/VPS37C/VPS37B",11
"3010","Vitiligo","GO:1902410","mitotic cytokinetic process","11/2693","23/18862",0.000126141391071755,0.00396189636146315,0.00346827996724711,"CHMP5/MITD1/KIF20B/CEP55/CHMP2B/PDCD6IP/KIF20A/ARF1/CHMP6/KLHDC8B/CHMP1A",11
"3011","Vitiligo","GO:1901796","regulation of signal transduction by p53 class mediator","44/2693","177/18862",0.00012715818622971,0.00397303103745848,0.00347802736348696,"RPL26/RPF2/RBBP8/PAK1IP1/RAD50/EEF1E1/ATM/RPL23/RFC4/RPA3/RPS7/RAD17/WRN/HDAC2/ING2/TRIM24/BRD7/TAF2/PSMD10/TAF12/EXO1/RPL5/TAF9B/NBN/TAF7/RMI1/CHEK1/MAPKAPK5/SMYD2/ELL3/SPRED1/TAF13/AURKA/TPX2/CHEK2/TAF6/BRPF1/AKT1/TP53/STK11/BOP1/PPP1R13L/CD74/ZNF385A",44
"3012","Vitiligo","GO:0007059","chromosome segregation","73/2693","337/18862",0.000141607974194756,0.00440158672121421,0.00385318889150607,"NSMCE2/TPR/SMC4/SMC3/CHMP5/CENPN/PIBF1/SMC2/TTK/RIOK2/ATM/NDC80/TOP2A/DLGAP5/SETDB2/BUB1/MAD2L1/KNTC1/RAD51C/CENPF/ECT2/IK/NUSAP1/CENPE/SMC1A/TOP2B/RMDN1/NEK2/STAG2/PTTG1/STAG1/CENPW/NIPBL/SMARCAD1/PTTG3P/CHMP2B/HECW2/CCNB1/TLK1/RIOK3/RMI1/ANAPC4/CDC16/NUP37/OIP5/SKA2/HJURP/PINX1/PRC1/CDC26/MIS12/TRIP13/CDC42/ZWINT/KIF14/NSL1/MIS18A/CDK5RAP2/PDS5B/NCAPD3/NCAPH2/CHMP6/ERCC2/KLHL22/PPP2R1A/BAG6/KATNB1/NDE1/TRAPPC12/MAD1L1/KLHDC8B/NUMA1/CHMP1A",73
"3013","Vitiligo","GO:0071824","protein-DNA complex subunit organization","63/2693","281/18862",0.000143951859633259,0.00445137735020578,0.00389677605919875,"HMGB2/CENPN/CCNH/PSMC6/ACTR6/HAT1/DLGAP5/RPL23/RAD51C/CENPF/RPA3/ERCC5/NPM1/CENPE/CENPU/GTF2H5/CDK7/CENPP/RPS27A/GMNN/GTF2B/GTF2A2/CENPW/MIS18BP1/ORC3/TAF1B/GTF2H1/SMARCE1/SHPRH/TAF12/TERF1/CETN2/PSMC2/HMGB1/TAF7/ASF1A/OIP5/HJURP/NAP1L1/RNF8/SMARCA5/MIS12/HP1BP3/CENPA/CDC45/MIS18A/NASP/NAP1L5/GTF2H3/UBTF/THRA/DDB1/IPO4/ERCC2/SMARCD3/SMARCD1/SOX9/TP53/TRAPPC12/SMARCC2/MCM5/GRWD1/HMGA1",63
"3014","Vitiligo","GO:0070972","protein localization to endoplasmic reticulum","39/2693","152/18862",0.000147461494318615,0.00453652053547369,0.00397131117492885,"RPL26/RPL34/RPS24/RPL21/RPL14/RPL17/RPL31/RPL36A/RPL7/SRP14/RPL9/RPL6/RPL23/RPS29/BCAP29/RPS15A/RPS7/RPS27A/SRP19/RPL24/RPS3A/RPL35A/RPS20/RPS17/RPL5/SEC61G/SEC62/SRP54/SRP9/RPL27/SRP72/ANKRD13C/SPCS3/VAPA/RPL4/RPL8/SEC16A/KDELR1/GPAA1",39
"3015","Vitiligo","GO:0045839","negative regulation of mitotic nuclear division","17/2693","47/18862",0.000153725915506557,0.00470511105675427,0.00411889684458762,"TPR/TTK/ATM/NDC80/BUB1/MAD2L1/KNTC1/CENPF/IK/TOM1L1/CCNB1/CHEK1/TRIP13/ZWINT/CDK5RAP2/KLHL22/MAD1L1",17
"3016","Vitiligo","GO:0032508","DNA duplex unwinding","30/2693","107/18862",0.000156422760014416,0.00476335095089583,0.00416988057553791,"RAD50/TOP2A/RECQL/ANXA1/RFC4/HELQ/GTF2H5/GTF2F2/RPS27A/POLQ/WRN/SSBP1/RAD54B/ASCC3/SMARCAD1/GTF2H1/ERCC8/DHX36/CHD6/DDX1/CETN2/CHD1/NBN/SETX/GTF2H3/RUVBL2/DDB1/ERCC2/MCM5/HMGA1",30
"3017","Vitiligo","GO:0032386","regulation of intracellular transport","75/2693","350/18862",0.000165265655271473,0.00500721548471499,0.00438336179771068,"CD36/IFI27/PDCD10/PDCD5/KIF5B/TPR/PCM1/IWS1/RIOK2/RDX/SCFD1/TXN/ECT2/PPP1R12A/KIF20B/SP100/EFCAB7/ZFAND1/CAPN10/UFM1/UBL5/NUP54/CTDSPL2/RUFY3/PGAP1/REEP5/RAB23/NEDD4/JAK2/ARV1/RINT1/C2CD5/IPO5/PARK7/SAR1B/UBR5/DNAJC27/SH3GLB1/DNAJC13/ANK3/NCBP2/CDC42/LDLRAP1/ARF1/SREBF1/NUP214/SRC/RNF31/GAS6/RANGAP1/UBE2L3/EMD/ATP13A2/BAD/BAP1/PIK3R2/NUCB1/MYO1C/MAPK3/TP53/STK11/PTPN23/EHD1/JUP/SEC16A/MAP2K2/NUMA1/ARHGAP1/DNAJC30/TRIM28/DMTN/FEZ1/VAMP2/REEP6/APOD",75
"3018","Vitiligo","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","15/2693","39/18862",0.000168705543638372,0.00508575153912861,0.00445211297123426,"TPR/TTK/ATM/NDC80/BUB1/MAD2L1/KNTC1/CENPF/IK/CCNB1/TRIP13/ZWINT/CDK5RAP2/KLHL22/MAD1L1",15
"3019","Vitiligo","GO:0016050","vesicle organization","73/2693","339/18862",0.000171386585748902,0.00514074063953831,0.00450025092790142,"STX19/EEA1/KIF5B/CHMP5/SCFD1/SRGN/ANXA1/USO1/USP8/VAMP4/STX7/CHMP2B/STX8/VPS37A/PDCD6IP/PI4K2B/BLOC1S6/TMF1/ARFGAP3/C2CD5/TRAPPC6B/BET1/RAB13/SAR1B/DNAJC13/BLOC1S5/CTSC/AKTIP/CAV2/AP3B1/HOOK1/SEC23IP/PDCD6/VAPA/VTI1B/STX2/RAB1A/DNM2/SQSTM1/TRAPPC6A/SHROOM2/ARF1/TMEM175/CORO1A/CLN3/AP1M1/CHMP6/TMEM127/SCAP/ATP13A2/SEC24C/NECTIN2/SERPINE2/ARFGAP2/TRAPPC1/VPS37D/RAB34/VPS28/MVB12A/SEC16A/RAB1B/VPS37C/TAPBP/VPS37B/VPS18/CHMP1A/SNX33/RNF26/TRAPPC9/SDC4/VAMP2/ZNF385A/PMEL",73
"3020","Vitiligo","GO:0016569","covalent chromatin modification","94/2693","461/18862",0.000181722940074392,0.00542366128112575,0.00474792222063965,"ENY2/USP16/IWS1/YEATS4/ATM/DPY30/PAXBP1/HAT1/SETDB2/ARID4A/PHF20L1/CDK1/VRK1/BAZ1A/MBIP/RIF1/GTF2B/HDAC2/ZNF451/NIPBL/CTR9/ING2/SMARCAD1/ZZZ3/BRMS1L/BRD7/RNF20/TAF12/CHD1/CCNB1/UIMC1/PCGF6/TAF7/CCNA2/N6AMT1/JAK2/CHEK1/EZH2/PPHLN1/TRIM37/PARK7/UBR5/SMYD2/WDR70/ACTL6A/MAP3K7/WDR61/RNF8/SETMAR/BMI1/USP15/MPHOSPH8/MBD2/AURKA/ATG5/MSL3/SNW1/PYGO2/PRMT7/TAF6/ARRB1/MLLT6/JADE1/RUVBL2/WDR5/DDB1/SREBF1/THAP7/TADA3/CDK9/CARM1/RING1/BAP1/SETD1A/BRPF1/OTUB1/MAPK3/HDAC11/TP53/PRKD2/HDAC5/PCGF2/HCFC1/WBP2/TAF6L/RNF40/SUV39H1/MIER2/SPI1/RPS6KA4/JADE2/TTLL12/TRIM28/CPA4",94
"3021","Vitiligo","GO:1900034","regulation of cellular response to heat","24/2693","79/18862",0.000183339287487626,0.00544481379028846,0.00476643931878982,"HSP90AA1/TPR/ATM/HSPH1/RPA3/NUP107/NUP54/HSBP1/NUP35/NUP88/DNAJB6/HIKESHI/NUP37/DNAJC7/NUP50/NUP188/MAPKAPK2/NUP214/CCAR2/HSF1/AKT1S1/MAPK3/MLST8/MAPT",24
"3022","Vitiligo","GO:0070498","interleukin-1-mediated signaling pathway","29/2693","103/18862",0.000184476097866849,0.00545158675420309,0.00477236843275971,"PSMA4/PSMA3/PSMC6/RPS27A/PSMD1/PSMD14/PSMA6/PSMA2/PSMD12/PSMD10/PSMC2/PSME2/PSMD6/PSMA5/IRAK4/PSMC1/MAP3K7/CHUK/PSMA1/NOD1/PELI3/SQSTM1/PSMD2/TOLLIP/PSME3/MAPK3/RELA/RPS6KA4/IL1RN",29
"3023","Vitiligo","GO:0042157","lipoprotein metabolic process","35/2693","133/18862",0.000185551767728311,0.00545649536569677,0.00477666547573037,"ATM/DBI/ITGAV/DPM1/LYPLAL1/RABL3/PIGK/PGAP1/PIGF/ZDHHC17/PIGB/ZDHHC6/NMT2/ATG5/PIGH/ATG12/LYPLA2/ZDHHC14/PIGO/ABHD12/WIPI2/PIGS/GBA/ZDHHC9/PEMT/ZDHHC24/MAP6D1/PIGQ/ZDHHC12/PIGT/PGAP3/GPAA1/APOE/CTSD/APOD",35
"3024","Vitiligo","GO:0006289","nucleotide-excision repair","30/2693","108/18862",0.000187405472491345,0.00548412404622233,0.00480085187296185,"CCNH/RFC4/RPA3/ERCC5/GTF2H5/CDK7/COPS5/RPS27A/COPS2/TCEA1/COPS4/PCNA/GTF2H1/ERCC8/HMGN1/CETN2/HMGB1/ATXN3/COMMD1/RFC1/SLC30A9/POLR2K/GTF2H3/GPS1/DDB1/ERCC2/TP53/RAD23A/PNKP/XAB2",30
"3025","Vitiligo","GO:0071103","DNA conformation change","75/2693","352/18862",0.000198846604011771,0.00579068338576027,0.00506921669603846,"TPR/SMC4/HMGB2/CENPN/RAD50/SMC2/TOP2A/HAT1/RECQL/SETDB2/ANXA1/HNRNPA2B1/RFC4/NPM1/NUSAP1/CENPU/HELQ/GTF2H5/GTF2F2/CENPP/RPS27A/TOP2B/POLQ/WRN/SSBP1/CENPW/MIS18BP1/RAD54B/ASCC3/SMARCAD1/GTF2H1/SMARCA1/ERCC8/DHX36/SHPRH/CHD6/DDX1/CETN2/CHD1/HMGB1/CCNB1/NBN/ASF1A/PPHLN1/MTERF1/OIP5/HJURP/NAP1L1/RNF8/SETX/SMARCA5/HP1BP3/CENPA/MPHOSPH8/MBD2/MIS18A/NASP/NAP1L5/NCAPD3/GTF2H3/RUVBL2/NCAPH2/DDB1/IPO4/ABL1/ERCC2/PARP10/SOX9/TP53/MCM5/SUV39H1/CHMP1A/GRWD1/TRIM28/HMGA1",75
"3026","Vitiligo","GO:0051983","regulation of chromosome segregation","26/2693","89/18862",0.000204289369766306,0.00592044410255107,0.00518281040307196,"NSMCE2/TPR/TTK/RIOK2/ATM/NDC80/DLGAP5/BUB1/MAD2L1/KNTC1/CENPF/IK/CENPE/PTTG1/PTTG3P/HECW2/CCNB1/ANAPC4/CDC16/CDC26/TRIP13/ZWINT/CDK5RAP2/KLHL22/MAD1L1/NUMA1",26
"3027","Vitiligo","GO:0042158","lipoprotein biosynthetic process","27/2693","94/18862",0.000211797005585575,0.0060916834305567,0.00533271486213446,"DBI/DPM1/RABL3/PIGK/PGAP1/PIGF/ZDHHC17/PIGB/ZDHHC6/NMT2/ATG5/PIGH/ATG12/ZDHHC14/PIGO/WIPI2/PIGS/GBA/ZDHHC9/ZDHHC24/MAP6D1/PIGQ/ZDHHC12/PIGT/PGAP3/GPAA1/APOE",27
"3028","Vitiligo","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","23/2693","75/18862",0.000212229010999558,0.0060916834305567,0.00533271486213446,"RPL26/IFI16/RPS27L/RPS7/ING2/TAF9B/NUPR1/TOPORS/HINT1/ELL3/SNW1/CHEK2/BOK/TP53/BAG6/STK11/BCL3/PDK2/PHLDA3/SHISA5/CD74/TMEM109/ZNF385A",23
"3029","Vitiligo","GO:0072599","establishment of protein localization to endoplasmic reticulum","33/2693","124/18862",0.000222892072284792,0.0063614183900933,0.00556884328935094,"RPL26/RPL34/RPS24/RPL21/RPL14/RPL17/RPL31/RPL36A/RPL7/SRP14/RPL9/RPL6/RPL23/RPS29/RPS15A/RPS7/RPS27A/SRP19/RPL24/RPS3A/RPL35A/RPS20/RPS17/RPL5/SEC61G/SEC62/SRP54/SRP9/RPL27/SRP72/SPCS3/RPL4/RPL8",33
"3030","Vitiligo","GO:0007088","regulation of mitotic nuclear division","30/2693","109/18862",0.000223747171246822,0.0063614183900933,0.00556884328935094,"NSMCE2/TPR/TTK/ATM/NDC80/DLGAP5/BUB1/MAD2L1/KNTC1/CENPF/IK/NUSAP1/TOM1L1/NEK2/KIF20B/PHIP/BORA/CCNB1/CHEK1/ANAPC4/CDC16/CAV2/TRIP13/CDC42/ZWINT/AURKA/CDK5RAP2/DAPK3/KLHL22/MAD1L1",30
"3031","Vitiligo","GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I","24/2693","80/18862",0.000226889915771969,0.00642034247507566,0.00562042596716163,"CD36/PSMA4/PSMA3/PSMC6/ITGAV/PSMD1/PSMD14/PSMA6/PSMA2/PSMD12/PSMD10/PSMC2/PSME2/PSMD6/PSMA5/PSMC1/CHUK/PSMA1/PSMD2/PSME3/HLA-A/TAPBP/CYBA/CD207",24
"3032","Vitiligo","GO:0065004","protein-DNA complex assembly","55/2693","241/18862",0.000229301353505094,0.00645811652430543,0.00565349371206777,"HMGB2/CENPN/CCNH/PSMC6/HAT1/DLGAP5/RAD51C/CENPF/RPA3/ERCC5/NPM1/CENPE/CENPU/GTF2H5/CDK7/CENPP/RPS27A/GMNN/GTF2B/GTF2A2/CENPW/MIS18BP1/ORC3/TAF1B/GTF2H1/SHPRH/TAF12/TERF1/CETN2/PSMC2/HMGB1/TAF7/ASF1A/OIP5/HJURP/NAP1L1/SMARCA5/MIS12/HP1BP3/CENPA/CDC45/MIS18A/NASP/NAP1L5/GTF2H3/UBTF/THRA/DDB1/IPO4/ERCC2/SOX9/TP53/TRAPPC12/MCM5/GRWD1",55
"3033","Vitiligo","GO:0006260","DNA replication","62/2693","280/18862",0.000232248313145951,0.00650658749270432,0.00569592563692227,"RBBP8/SMC3/RAD50/ATM/THOC1/RECQL/REV1/CDK1/RFC4/RPA3/TIPIN/CACYBP/RPAIN/MSH3/NOC3L/RAD17/BAZ1A/POLQ/DDX21/WRN/GMNN/SSBP1/PRIM1/ORC3/TTF1/PCNA/MCM10/CDC7/POLB/EXO1/TERF1/ORC6/POLE2/NBN/CCNA2/RMI1/CHEK1/RFC1/NAP1L1/SETMAR/CDC42/CDC45/ORC5/CHEK2/ORC2/NASP/GINS2/CDC34/TERF2/NFIC/CDK9/UPF1/PPP2R1A/TP53/WDR18/MCM5/PNKP/REPIN1/GRWD1/NFIX/PTMS/HMGA1",62
"3034","Vitiligo","GO:0034427","nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'","7/2693","11/18862",0.00023319158375253,0.00650658749270432,0.00569592563692227,"EXOSC9/EXOSC8/TTC37/EXOSC3/SKIV2L/EXOSC6/EXOSC4",7
"3035","Vitiligo","GO:0006497","protein lipidation","26/2693","90/18862",0.000248769265220205,0.0069091056576667,0.00604829368510527,"DBI/DPM1/RABL3/PIGK/PGAP1/PIGF/ZDHHC17/PIGB/ZDHHC6/NMT2/ATG5/PIGH/ATG12/ZDHHC14/PIGO/WIPI2/PIGS/GBA/ZDHHC9/ZDHHC24/MAP6D1/PIGQ/ZDHHC12/PIGT/PGAP3/GPAA1",26
"3036","Vitiligo","GO:0071453","cellular response to oxygen levels","53/2693","231/18862",0.000256539654127747,0.00709208011572515,0.00620847118332929,"PSMA4/PTGS2/PSMA3/PSMC6/FAM162A/RPS27A/PTN/NFE2L2/PSMD1/HIGD1A/PSMD14/PSMA6/PSMA2/RORA/PSMD12/PSMD10/RWDD3/OPA1/CUL2/PSMC2/CCNB1/PSME2/PTEN/ATP6V1G1/CCNA2/PSMD6/PSMA5/DNM1L/LPAR1/PSMC1/ACAA2/HP1BP3/TIGAR/ROCK2/PSMA1/EGLN2/USP19/ENDOG/SRC/PSMD2/NOL3/BAD/PSME3/VHL/STUB1/AKT1/TP53/ATP6AP1/LMNA/SUV39H1/CA9/SLC9A1/ATP6V0D1",53
"3037","Vitiligo","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","28/2693","100/18862",0.000261438348086969,0.0071943516063015,0.00629800057269864,"RPL26/IFI16/RPS27L/ATM/ING2/POLB/TAF9B/NUPR1/TOPORS/ELL3/TPT1/SNW1/CHEK2/CCAR2/PIAS4/ABL1/BAD/BOK/TP53/BAG6/BCL3/PHLDA3/SHISA5/CD74/TNFRSF1A/BCL2L1/TMEM109/ZNF385A",28
"3038","Vitiligo","GO:0034605","cellular response to heat","32/2693","120/18862",0.000264664015379618,0.00724986040302432,0.00634659347622644,"CXCL10/HSP90AA1/TPR/SLU7/ATM/HSPH1/RPA3/HDAC2/NUP107/DHX36/NUP54/HSBP1/NUP35/NUP88/DNAJB6/HIKESHI/NUP37/ATXN3/DNAJC7/PDCL3/PDCD6/NUP50/NUP188/MAPKAPK2/NUP214/CCAR2/HSF1/AKT1S1/STUB1/MAPK3/MLST8/MAPT",32
"3039","Vitiligo","GO:0039702","viral budding via host ESCRT complex","10/2693","21/18862",0.000269338109227444,0.00734436053297926,0.00642931974610392,"CHMP2B/VPS37A/PDCD6IP/CHMP6/VPS37D/VPS28/MVB12A/VPS37C/VPS37B/CHMP1A",10
"3040","Vitiligo","GO:0046777","protein autophosphorylation","52/2693","226/18862",0.00027114143993218,0.00736007917716355,0.0064430799896244,"RAD50/TTK/RIOK2/ATM/SLK/MELK/VRK1/SMG1/TOM1L1/NEK2/TRIM24/FER/STK17B/NBN/JAK2/MAPKAPK5/CALM2/STK26/STK39/CLK1/AURKA/CHEK2/MARK3/PPP2R5D/TAOK2/MARK2/MAPKAPK2/DAPK3/SRC/KIT/ACVR1B/DYRK1B/CALM3/ATP13A2/PTK6/MAPKAPK3/ABL1/BCR/AKT1/MKNK2/MAPK3/FES/PRKD2/STK11/MAP2K2/TESK1/EPHB3/CSK/MAP3K11/MVP/TRIM28/TNKS1BP1",52
"3041","Vitiligo","GO:0031056","regulation of histone modification","36/2693","141/18862",0.000288150363670496,0.00778654969215903,0.0068164161420204,"IWS1/ATM/PAXBP1/RIF1/ZNF451/NIPBL/CTR9/ING2/BRD7/RNF20/CCNB1/TAF7/CHEK1/PARK7/UBR5/WDR70/WDR61/ATG5/SNW1/PYGO2/ARRB1/MLLT6/RUVBL2/WDR5/SREBF1/THAP7/TADA3/CDK9/OTUB1/MAPK3/TP53/PRKD2/WBP2/RNF40/SPI1/RPS6KA4",36
"3042","Vitiligo","GO:0048002","antigen processing and presentation of peptide antigen","46/2693","194/18862",0.000292219592375237,0.00786110015542174,0.0068816782929434,"CD36/PSMA4/PSMA3/PSMC6/ITGAV/DCTN6/CENPE/KIF11/DYNC1I2/PSMD1/PSMD14/PSMA6/PSMA2/KIF2A/PSMD12/PSMD10/PSMC2/PSME2/CAPZA2/PSMD6/PSMA5/SAR1B/PSMC1/AP1S2/KIFAP3/ACTR10/CHUK/CAPZA1/PSMA1/DNM2/ARF1/PSMD2/AP1M1/ABCB9/SEC24C/PSME3/DCTN1/HLA-A/HLA-DQB1/TAPBP/CD74/CTSF/CYBA/SPTBN2/CD207/CTSD",46
"3043","Vitiligo","GO:0006261","DNA-dependent DNA replication","39/2693","157/18862",0.000303182877837029,0.00811961644707292,0.00710798579665853,"THOC1/RECQL/RFC4/RPA3/TIPIN/RPAIN/MSH3/NOC3L/BAZ1A/POLQ/DDX21/WRN/GMNN/SSBP1/PRIM1/ORC3/PCNA/MCM10/CDC7/POLB/TERF1/ORC6/POLE2/NBN/RFC1/SETMAR/CDC45/ORC5/CHEK2/ORC2/GINS2/CDC34/TERF2/CDK9/UPF1/WDR18/MCM5/PNKP/HMGA1",39
"3044","Vitiligo","GO:0051298","centrosome duplication","22/2693","72/18862",0.000305792095415205,0.00815309680175918,0.00713729480246297,"CEP63/CHMP5/NDC80/PLK4/NPM1/CEP135/CEP44/CCP110/CHMP2B/CEP192/PDCD6IP/POC1B/CETN2/TRIM37/RTTN/PKD2/CDK5RAP2/ROCK2/CCNF/NDE1/WDR62/CHMP1A",22
"3045","Vitiligo","GO:0006661","phosphatidylinositol biosynthetic process","31/2693","116/18862",0.000314282395969992,0.00834238979391143,0.00730300360267485,"ATM/PTPN13/DPM1/IMPA1/PIGK/PGAP1/PI4K2B/PIGF/PTEN/PIK3C2G/PIGB/MTM1/MTMR6/PIGH/PI4KB/ARF1/PIGO/SBF1/PIGS/CDIPT/VAC14/PIK3R2/SLC27A1/PIGQ/MBOAT7/ARF3/PIK3C2B/PIP5K1C/PIGT/PGAP3/GPAA1",31
"3046","Vitiligo","GO:1990000","amyloid fibril formation","11/2693","25/18862",0.000315786870431834,0.0083453983952448,0.00730563735953822,"CD36/SERF1B/PFDN4/PFDN5/VBP1/SERF1A/PFDN6/PFDN1/GSN/MAPT/APOE",11
"3047","Vitiligo","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","15/2693","41/18862",0.000321461916753263,0.00845811420439836,0.00740430980000937,"TPR/TTK/ATM/NDC80/BUB1/MAD2L1/KNTC1/CENPF/IK/CCNB1/TRIP13/ZWINT/CDK5RAP2/KLHL22/MAD1L1",15
"3048","Vitiligo","GO:0071456","cellular response to hypoxia","48/2693","206/18862",0.000336343638078524,0.00881102831804831,0.0077132540122903,"PSMA4/PTGS2/PSMA3/PSMC6/FAM162A/RPS27A/PTN/NFE2L2/PSMD1/HIGD1A/PSMD14/PSMA6/PSMA2/RORA/PSMD12/PSMD10/RWDD3/OPA1/CUL2/PSMC2/CCNB1/PSME2/PTEN/CCNA2/PSMD6/PSMA5/PSMC1/ACAA2/HP1BP3/TIGAR/ROCK2/PSMA1/EGLN2/USP19/ENDOG/SRC/PSMD2/NOL3/BAD/PSME3/VHL/STUB1/AKT1/TP53/LMNA/SUV39H1/CA9/SLC9A1",48
"3049","Vitiligo","GO:1902903","regulation of supramolecular fiber organization","77/2693","370/18862",0.00035328067803846,0.00920516626022779,0.00805828593752932,"RDX/ARPC3/PFDN4/C9orf72/NIN/MKKS/CLIP1/PFDN5/VBP1/NCKAP1/SPAST/FER/LIMA1/TMSB15B/NCK1/CAPZA2/LIMCH1/RASA1/PARK7/LPAR1/PFDN6/GMFG/WHAMM/STMN1/CDC42/PFDN1/DSTN/TPX2/CAPZA1/CDK5RAP2/ROCK2/TMOD3/ARAP1/CYFIP2/ARPIN/ARF1/DAPK3/CORO1A/TWF2/SERPINF2/TBCD/SSH3/CDC42EP4/GSN/DBNL/ABL1/ARHGEF18/ADD1/CDC42EP1/DCTN1/TRIOBP/COLGALT1/RHOC/MAPRE3/MYO1C/CORO1B/FES/DBN1/KATNB1/MAP6D1/ARPC4/FLII/WNT4/SPTAN1/TESK1/BAIAP2/NUMA1/CAMSAP3/SLC9A1/MAPT/SPTBN2/MAP1S/WASF2/DMTN/SDC4/APOE/SORBS3",77
"3050","Vitiligo","GO:0043254","regulation of protein-containing complex assembly","90/2693","446/18862",0.000354457977348328,0.00920516626022779,0.00805828593752932,"CD36/HSP90AA1/ATM/PSMC6/RDX/ARPC3/RPA3/ERCC5/NIN/GTF2H5/MKKS/CLIP1/NCKAP1/GTF2H1/FER/TMSB15B/TERF1/ANKRA2/PSMC2/HMGB1/RIOK3/NCK1/CAPZA2/RASA1/PARK7/SAR1B/HJURP/SH3GLB1/GMFG/NAPB/WHAMM/STMN1/CDC42/KIF14/CAPZA1/CDK5RAP2/GTF2H3/TMOD3/PRKCZ/CTNNBIP1/CYFIP2/ARPIN/THRA/ARF1/DDB1/JAM3/SRC/CORO1A/TWF2/PMEPA1/TBCD/SSH3/CDC42EP4/GSN/GBA/HSF1/DBNL/ABL1/ERCC2/ADD1/CDC42EP1/DCTN1/TRIOBP/RHOC/MAPRE3/STUB1/MYO1C/SOX9/CORO1B/TP53/FES/DBN1/ARPC4/FLII/TRAPPC12/SPTAN1/CPTP/MED25/HCFC1/NR1H2/BAIAP2/VPS18/NUMA1/CAMSAP3/TICAM1/MAPT/SPTBN2/WASF2/DMTN/APOE",90
"3051","Vitiligo","GO:0006283","transcription-coupled nucleotide-excision repair","22/2693","73/18862",0.000379429004495194,0.00981118361192528,0.00858879901736171,"CCNH/RFC4/RPA3/ERCC5/GTF2H5/CDK7/COPS5/RPS27A/COPS2/TCEA1/COPS4/PCNA/GTF2H1/ERCC8/HMGN1/RFC1/POLR2K/GTF2H3/GPS1/DDB1/ERCC2/XAB2",22
"3052","Vitiligo","GO:0007093","mitotic cell cycle checkpoint","39/2693","159/18862",0.00039863914028511,0.0102636746891432,0.00898491380565807,"RPL26/TPR/SYF2/RPS27L/TTK/ATM/NDC80/BUB1/MAD2L1/KNTC1/CDK1/CENPF/TIPIN/IK/RAD17/PCNA/NAE1/CCNB1/NBN/RINT1/CHEK1/SETMAR/TRIP13/ZWINT/AURKA/CHEK2/CDK5RAP2/CNOT10/TAOK2/ARID3A/KLHL22/CARM1/FBXO31/TP53/FOXO4/MAD1L1/BCL2L1/TNKS1BP1/ZNF385A",39
"3053","Vitiligo","GO:0006790","sulfur compound metabolic process","78/2693","378/18862",0.000425174426742745,0.0109000913932894,0.00954203875402409,"ACOT13/MCEE/ACSM3/SUCLA2/DBI/MGST1/GGCT/GLRX3/PPCS/NFE2L2/GPAM/NFU1/BOLA2/GSTA3/ACSL4/HSD17B12/PDHX/ENOPH1/HSCB/APIP/GLRX2/CBR4/CSAD/SLC35B3/SOD1/ESD/GSTA2/PARK7/ST3GAL6/DLAT/ISCU/GHR/ACAT1/MCCC1/MTR/LIAS/PDHB/UGDH/HSPA9/BPNT1/MICAL1/ST3GAL3/ACSF2/CHST14/SULT2B1/MSRA/SP1/CTNS/IDUA/CHST15/ACOT7/OPLAH/PDPR/GAL3ST4/NUBP2/G6PD/PEMT/ACSS2/B4GAT1/ABHD14B/NDST1/PTGES2/DGAT1/SLC25A10/PDK2/SLC35B2/CHST12/OGDH/B3GALT6/ACSS1/STAT5A/CLIC3/CHPF/MPST/TECR/BGN/MVD/SLC25A1",78
"3054","Vitiligo","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","8/2693","15/18862",0.000429363920135132,0.0109606559867688,0.00959505754783505,"RPF2/RPL7/ZNHIT3/NIFK/WDR12/DDX18/ZNHIT6/BOP1",8
