"disease","ID","Description","GeneRatio","p.adjust","Count"
"AD","GO:0030100","regulation of endocytosis","20/561",0.0499197023307361,20
"HS","GO:0006954","inflammatory response","71/542",2.41188299029867e-10,71
"HS","GO:0007159","leukocyte cell-cell adhesion","46/542",2.96686989976885e-09,46
"HS","GO:0022407","regulation of cell-cell adhesion","52/542",2.96686989976885e-09,52
"HS","GO:0050778","positive regulation of immune response","63/542",1.41690198749507e-08,63
"HS","GO:0050727","regulation of inflammatory response","41/542",1.41690198749507e-08,41
"HS","GO:0002252","immune effector process","55/542",3.68642391815937e-08,55
"HS","GO:0042110","T cell activation","54/542",5.83387079217214e-08,54
"HS","GO:0002764","immune response-regulating signaling pathway","50/542",6.5159436300536e-08,50
"HS","GO:1903037","regulation of leukocyte cell-cell adhesion","40/542",1.20565257445629e-07,40
"HS","GO:0002768","immune response-regulating cell surface receptor signaling pathway","36/542",3.51706404647135e-07,36
"HS","GO:0050900","leukocyte migration","37/542",3.51706404647135e-07,37
"HS","GO:0002250","adaptive immune response","43/542",3.65770573459379e-07,43
"HS","GO:0001817","regulation of cytokine production","60/542",4.41931145777763e-07,60
"HS","GO:0001816","cytokine production","60/542",4.4594418433917e-07,60
"HS","GO:0002253","activation of immune response","48/542",9.24554034884757e-07,48
"HS","GO:0001819","positive regulation of cytokine production","43/542",1.2586526641982e-06,43
"HS","GO:0002429","immune response-activating cell surface receptor signaling pathway","33/542",1.2586526641982e-06,33
"HS","GO:0006935","chemotaxis","39/542",1.2586526641982e-06,39
"HS","GO:0042330","taxis","39/542",1.2586526641982e-06,39
"HS","GO:0022409","positive regulation of cell-cell adhesion","35/542",1.33575441880521e-06,35
"HS","GO:0050865","regulation of cell activation","51/542",1.52118232860684e-06,51
"HS","GO:0030595","leukocyte chemotaxis","25/542",2.67512339794224e-06,25
"HS","GO:0002697","regulation of immune effector process","36/542",3.00634100909054e-06,36
"HS","GO:0070661","leukocyte proliferation","33/542",4.48847576430746e-06,33
"HS","GO:0002757","immune response-activating signaling pathway","43/542",4.5169832564469e-06,43
"HS","GO:0060326","cell chemotaxis","29/542",5.03155525866505e-06,29
"HS","GO:0032102","negative regulation of response to external stimulus","36/542",7.09483298862523e-06,36
"HS","GO:0046631","alpha-beta T cell activation","24/542",7.94306056435258e-06,24
"HS","GO:0097530","granulocyte migration","19/542",8.14822838468399e-06,19
"HS","GO:0035987","endodermal cell differentiation","12/542",1.36699617083398e-05,12
"HS","GO:0009617","response to bacterium","46/542",1.36699617083398e-05,46
"HS","GO:0045785","positive regulation of cell adhesion","43/542",1.53932592239581e-05,43
"HS","GO:0050863","regulation of T cell activation","35/542",1.60784763773962e-05,35
"HS","GO:0031348","negative regulation of defense response","28/542",1.60784763773962e-05,28
"HS","GO:0050728","negative regulation of inflammatory response","21/542",1.60784763773962e-05,21
"HS","GO:0006959","humoral immune response","23/542",1.64335978336952e-05,23
"HS","GO:1903131","mononuclear cell differentiation","44/542",1.64739276765334e-05,44
"HS","GO:0002694","regulation of leukocyte activation","45/542",1.65176608720039e-05,45
"HS","GO:0097529","myeloid leukocyte migration","23/542",2.8386848886026e-05,23
"HS","GO:0001906","cell killing","22/542",2.8386848886026e-05,22
"HS","GO:0071621","granulocyte chemotaxis","16/542",3.01933576913718e-05,16
"HS","GO:0008544","epidermis development","36/542",3.2374275377063e-05,36
"HS","GO:0030098","lymphocyte differentiation","38/542",3.67576798613251e-05,38
"HS","GO:0046651","lymphocyte proliferation","28/542",3.94403699205421e-05,28
"HS","GO:0002521","leukocyte differentiation","48/542",4.5797979319113e-05,48
"HS","GO:0002685","regulation of leukocyte migration","24/542",4.6829019416885e-05,24
"HS","GO:1903038","negative regulation of leukocyte cell-cell adhesion","18/542",4.77881873779467e-05,18
"HS","GO:1990266","neutrophil migration","15/542",4.77881873779467e-05,15
"HS","GO:0043588","skin development","32/542",4.86451740951239e-05,32
"HS","GO:0001706","endoderm formation","12/542",4.86451740951239e-05,12
"HS","GO:1903039","positive regulation of leukocyte cell-cell adhesion","28/542",4.86451740951239e-05,28
"HS","GO:0009611","response to wounding","44/542",4.99300249929767e-05,44
"HS","GO:0030593","neutrophil chemotaxis","13/542",4.99300249929767e-05,13
"HS","GO:0032943","mononuclear cell proliferation","28/542",5.79993672879534e-05,28
"HS","GO:0031640","killing of cells of another organism","13/542",6.25345181671668e-05,13
"HS","GO:0141061","disruption of cell in another organism","13/542",6.25345181671668e-05,13
"HS","GO:0050851","antigen receptor-mediated signaling pathway","22/542",6.75082659885698e-05,22
"HS","GO:0071706","tumor necrosis factor superfamily cytokine production","19/542",7.05402724124229e-05,19
"HS","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","19/542",7.05402724124229e-05,19
"HS","GO:0141060","disruption of anatomical structure in another organism","13/542",9.97283362012647e-05,13
"HS","GO:0022408","negative regulation of cell-cell adhesion","22/542",0.000108590079002246,22
"HS","GO:0050866","negative regulation of cell activation","22/542",0.000108590079002246,22
"HS","GO:0030855","epithelial cell differentiation","50/542",0.000108590079002246,50
"HS","GO:0002443","leukocyte mediated immunity","31/542",0.000113879117484647,31
"HS","GO:0002366","leukocyte activation involved in immune response","29/542",0.000121326991910101,29
"HS","GO:0051249","regulation of lymphocyte activation","39/542",0.000125620275123368,39
"HS","GO:0050868","negative regulation of T cell activation","16/542",0.000150591523698976,16
"HS","GO:0002263","cell activation involved in immune response","29/542",0.000157840042413174,29
"HS","GO:0032103","positive regulation of response to external stimulus","45/542",0.000188981195074162,45
"HS","GO:0034113","heterotypic cell-cell adhesion","11/542",0.000202490085807736,11
"HS","GO:0002523","leukocyte migration involved in inflammatory response","7/542",0.00023080694877065,7
"HS","GO:0030335","positive regulation of cell migration","42/542",0.000240723639295839,42
"HS","GO:0030217","T cell differentiation","29/542",0.000241760763453105,29
"HS","GO:0002699","positive regulation of immune effector process","24/542",0.000251618314723659,24
"HS","GO:0051250","negative regulation of lymphocyte activation","18/542",0.00032694716704074,18
"HS","GO:0042098","T cell proliferation","21/542",0.000329185526609779,21
"HS","GO:0002703","regulation of leukocyte mediated immunity","22/542",0.000366278387515952,22
"HS","GO:0001704","formation of primary germ layer","16/542",0.000378691399879398,16
"HS","GO:0030198","extracellular matrix organization","25/542",0.000421229326495105,25
"HS","GO:0043062","extracellular structure organization","25/542",0.000421229326495105,25
"HS","GO:0002237","response to molecule of bacterial origin","29/542",0.000421229326495105,29
"HS","GO:0070663","regulation of leukocyte proliferation","23/542",0.000421229326495105,23
"HS","GO:0006805","xenobiotic metabolic process","14/542",0.000446054688735686,14
"HS","GO:0045229","external encapsulating structure organization","25/542",0.000450991760395878,25
"HS","GO:0042113","B cell activation","26/542",0.000453865542184153,26
"HS","GO:0032689","negative regulation of type II interferon production","8/542",0.00045623567818083,8
"HS","GO:0050858","negative regulation of antigen receptor-mediated signaling pathway","8/542",0.00045623567818083,8
"HS","GO:0002695","negative regulation of leukocyte activation","19/542",0.000460272272907102,19
"HS","GO:0050670","regulation of lymphocyte proliferation","21/542",0.000464739605764432,21
"HS","GO:0002704","negative regulation of leukocyte mediated immunity","10/542",0.000489457064534415,10
"HS","GO:2000147","positive regulation of cell motility","42/542",0.000497680768840709,42
"HS","GO:0032640","tumor necrosis factor production","17/542",0.000505088403017118,17
"HS","GO:0032680","regulation of tumor necrosis factor production","17/542",0.000505088403017118,17
"HS","GO:0032753","positive regulation of interleukin-4 production","7/542",0.000526335734707997,7
"HS","GO:0002683","negative regulation of immune system process","37/542",0.000542911705361631,37
"HS","GO:0032496","response to lipopolysaccharide","28/542",0.000578661609846953,28
"HS","GO:0032944","regulation of mononuclear cell proliferation","21/542",0.000612165950140278,21
"HS","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","26/542",0.000706688861299516,26
"HS","GO:0050854","regulation of antigen receptor-mediated signaling pathway","11/542",0.000706688861299516,11
"HS","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","13/542",0.000706688861299516,13
"HS","GO:0040017","positive regulation of locomotion","42/542",0.000706688861299516,42
"HS","GO:0007162","negative regulation of cell adhesion","26/542",0.000741951761870254,26
"HS","GO:0002449","lymphocyte mediated immunity","24/542",0.000741951761870254,24
"HS","GO:0042129","regulation of T cell proliferation","17/542",0.00080978580088207,17
"HS","GO:0002700","regulation of production of molecular mediator of immune response","19/542",0.000956995710959794,19
"HS","GO:0002706","regulation of lymphocyte mediated immunity","17/542",0.00104961687248798,17
"HS","GO:0002687","positive regulation of leukocyte migration","16/542",0.00112902876401587,16
"HS","GO:0045066","regulatory T cell differentiation","7/542",0.00115443525520747,7
"HS","GO:0071466","cellular response to xenobiotic stimulus","17/542",0.00116947982865871,17
"HS","GO:1902105","regulation of leukocyte differentiation","27/542",0.00127061960207532,27
"HS","GO:2000345","regulation of hepatocyte proliferation","6/542",0.00133679794594826,6
"HS","GO:1902624","positive regulation of neutrophil migration","8/542",0.00152841509731592,8
"HS","GO:0002274","myeloid leukocyte activation","20/542",0.00152841509731592,20
"HS","GO:0071219","cellular response to molecule of bacterial origin","20/542",0.00152841509731592,20
"HS","GO:0002715","regulation of natural killer cell mediated immunity","7/542",0.00161983589165619,7
"HS","GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell","7/542",0.00161983589165619,7
"HS","GO:0007492","endoderm development","12/542",0.00169388252358177,12
"HS","GO:0050729","positive regulation of inflammatory response","15/542",0.00169388252358177,15
"HS","GO:0002688","regulation of leukocyte chemotaxis","14/542",0.00175865381937915,14
"HS","GO:0019730","antimicrobial humoral response","13/542",0.00175865381937915,13
"HS","GO:0042060","wound healing","32/542",0.00180398306608283,32
"HS","GO:0050867","positive regulation of cell activation","29/542",0.00181245408777122,29
"HS","GO:0002285","lymphocyte activation involved in immune response","21/542",0.00181951991693537,21
"HS","GO:0035710","CD4-positive, alpha-beta T cell activation","15/542",0.00186280942859926,15
"HS","GO:1902622","regulation of neutrophil migration","9/542",0.00189630492796264,9
"HS","GO:0042100","B cell proliferation","12/542",0.00190769390191486,12
"HS","GO:0048729","tissue morphogenesis","41/542",0.00200619040184822,41
"HS","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","11/542",0.00203899151786718,11
"HS","GO:0002690","positive regulation of leukocyte chemotaxis","12/542",0.00223160078376684,12
"HS","GO:0002696","positive regulation of leukocyte activation","28/542",0.00230390796380182,28
"HS","GO:0002702","positive regulation of production of molecular mediator of immune response","15/542",0.00232207143077828,15
"HS","GO:0071622","regulation of granulocyte chemotaxis","9/542",0.00232207143077828,9
"HS","GO:0002707","negative regulation of lymphocyte mediated immunity","8/542",0.00239504354521228,8
"HS","GO:0071222","cellular response to lipopolysaccharide","19/542",0.00239504354521228,19
"HS","GO:0002009","morphogenesis of an epithelium","36/542",0.00244338971890984,36
"HS","GO:0009913","epidermal cell differentiation","22/542",0.00245018151125155,22
"HS","GO:0002367","cytokine production involved in immune response","14/542",0.00276693425195605,14
"HS","GO:0002718","regulation of cytokine production involved in immune response","14/542",0.00276693425195605,14
"HS","GO:0043299","leukocyte degranulation","11/542",0.00276693425195605,11
"HS","GO:0032633","interleukin-4 production","7/542",0.00276693425195605,7
"HS","GO:0032673","regulation of interleukin-4 production","7/542",0.00276693425195605,7
"HS","GO:0045730","respiratory burst","7/542",0.00276693425195605,7
"HS","GO:0007369","gastrulation","18/542",0.00295323089981935,18
"HS","GO:0045580","regulation of T cell differentiation","18/542",0.00295323089981935,18
"HS","GO:0070486","leukocyte aggregation","5/542",0.00299318066057787,5
"HS","GO:0050870","positive regulation of T cell activation","22/542",0.00301918893721419,22
"HS","GO:0002698","negative regulation of immune effector process","13/542",0.00320519969087855,13
"HS","GO:0032609","type II interferon production","12/542",0.00323471916137817,12
"HS","GO:0032649","regulation of type II interferon production","12/542",0.00323471916137817,12
"HS","GO:0045619","regulation of lymphocyte differentiation","20/542",0.00329649614022374,20
"HS","GO:0032623","interleukin-2 production","10/542",0.00329649614022374,10
"HS","GO:0032663","regulation of interleukin-2 production","10/542",0.00329649614022374,10
"HS","GO:0001889","liver development","16/542",0.00339142585406769,16
"HS","GO:0031349","positive regulation of defense response","34/542",0.00362097720051252,34
"HS","GO:0061756","leukocyte adhesion to vascular endothelial cell","8/542",0.00362097720051252,8
"HS","GO:0031099","regeneration","18/542",0.0037772749872753,18
"HS","GO:0061008","hepaticobiliary system development","16/542",0.00417263616061617,16
"HS","GO:0001818","negative regulation of cytokine production","23/542",0.00417263616061617,23
"HS","GO:0046634","regulation of alpha-beta T cell activation","13/542",0.00461362744823943,13
"HS","GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","5/542",0.00471196688271507,5
"HS","GO:0070230","positive regulation of lymphocyte apoptotic process","5/542",0.00471196688271507,5
"HS","GO:0050864","regulation of B cell activation","14/542",0.00471196688271507,14
"HS","GO:0050853","B cell receptor signaling pathway","9/542",0.00474994512885067,9
"HS","GO:0030216","keratinocyte differentiation","17/542",0.00474994512885067,17
"HS","GO:1903034","regulation of response to wounding","17/542",0.00474994512885067,17
"HS","GO:0016485","protein processing","22/542",0.00493776930444146,22
"HS","GO:0022612","gland morphogenesis","14/542",0.00520843525850629,14
"HS","GO:0045589","regulation of regulatory T cell differentiation","6/542",0.0052486297174378,6
"HS","GO:0032760","positive regulation of tumor necrosis factor production","11/542",0.00551899629508942,11
"HS","GO:0045071","negative regulation of viral genome replication","9/542",0.0056631652293541,9
"HS","GO:0002286","T cell activation involved in immune response","14/542",0.00578255949855178,14
"HS","GO:0090022","regulation of neutrophil chemotaxis","7/542",0.00579891571533636,7
"HS","GO:1903670","regulation of sprouting angiogenesis","7/542",0.00579891571533636,7
"HS","GO:1905521","regulation of macrophage migration","7/542",0.00579891571533636,7
"HS","GO:0002831","regulation of response to biotic stimulus","36/542",0.00584214916900154,36
"HS","GO:0014902","myotube differentiation","13/542",0.0063215418766206,13
"HS","GO:0031424","keratinization","9/542",0.0066546478051977,9
"HS","GO:0002639","positive regulation of immunoglobulin production","8/542",0.0066546478051977,8
"HS","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","5/542",0.00681251451358441,5
"HS","GO:0031342","negative regulation of cell killing","5/542",0.00681251451358441,5
"HS","GO:0072677","eosinophil migration","5/542",0.00681251451358441,5
"HS","GO:0042269","regulation of natural killer cell mediated cytotoxicity","6/542",0.00681251451358441,6
"HS","GO:0072574","hepatocyte proliferation","6/542",0.00681251451358441,6
"HS","GO:0072575","epithelial cell proliferation involved in liver morphogenesis","6/542",0.00681251451358441,6
"HS","GO:0090023","positive regulation of neutrophil chemotaxis","6/542",0.00681251451358441,6
"HS","GO:0031341","regulation of cell killing","10/542",0.00692394177766236,10
"HS","GO:0002440","production of molecular mediator of immune response","19/542",0.00696222283544143,19
"HS","GO:0048732","gland development","31/542",0.00719909823602915,31
"HS","GO:0051046","regulation of secretion","35/542",0.00720544769835011,35
"HS","GO:0050852","T cell receptor signaling pathway","15/542",0.00724665841966029,15
"HS","GO:0043367","CD4-positive, alpha-beta T cell differentiation","12/542",0.00736513326758423,12
"HS","GO:0045055","regulated exocytosis","19/542",0.00742901766853768,19
"HS","GO:0050856","regulation of T cell receptor signaling pathway","8/542",0.00766867964531313,8
"HS","GO:1905517","macrophage migration","8/542",0.00766867964531313,8
"HS","GO:0071216","cellular response to biotic stimulus","20/542",0.00770139083342646,20
"HS","GO:1903706","regulation of hemopoiesis","29/542",0.00857912993094497,29
"HS","GO:0045088","regulation of innate immune response","31/542",0.00860429213222341,31
"HS","GO:0006801","superoxide metabolic process","9/542",0.00860429213222341,9
"HS","GO:0030888","regulation of B cell proliferation","9/542",0.00860429213222341,9
"HS","GO:0032963","collagen metabolic process","11/542",0.00860429213222341,11
"HS","GO:0032703","negative regulation of interleukin-2 production","6/542",0.00860429213222341,6
"HS","GO:0032733","positive regulation of interleukin-10 production","6/542",0.00860429213222341,6
"HS","GO:0071624","positive regulation of granulocyte chemotaxis","6/542",0.00860429213222341,6
"HS","GO:0072576","liver morphogenesis","6/542",0.00860429213222341,6
"HS","GO:0002437","inflammatory response to antigenic stimulus","10/542",0.00881823012251885,10
"HS","GO:0046632","alpha-beta T cell differentiation","14/542",0.00881823012251885,14
"HS","GO:0032615","interleukin-12 production","8/542",0.00887603192823262,8
"HS","GO:0032655","regulation of interleukin-12 production","8/542",0.00887603192823262,8
"HS","GO:0034109","homotypic cell-cell adhesion","12/542",0.00887603192823262,12
"HS","GO:0050878","regulation of body fluid levels","26/542",0.00957813747300807,26
"HS","GO:0001910","regulation of leukocyte mediated cytotoxicity","9/542",0.0099320973359509,9
"HS","GO:0071674","mononuclear cell migration","17/542",0.010192073784651,17
"HS","GO:0032613","interleukin-10 production","7/542",0.0103452092569679,7
"HS","GO:0032653","regulation of interleukin-10 production","7/542",0.0103452092569679,7
"HS","GO:0034110","regulation of homotypic cell-cell adhesion","7/542",0.0103452092569679,7
"HS","GO:0042554","superoxide anion generation","7/542",0.0103452092569679,7
"HS","GO:0022603","regulation of anatomical structure morphogenesis","46/542",0.0104550186078838,46
"HS","GO:1903035","negative regulation of response to wounding","11/542",0.0107573858480398,11
"HS","GO:0030574","collagen catabolic process","6/542",0.0109114508272528,6
"HS","GO:0045669","positive regulation of osteoblast differentiation","9/542",0.0113896084346938,9
"HS","GO:0045069","regulation of viral genome replication","11/542",0.0122183942450823,11
"HS","GO:0001909","leukocyte mediated cytotoxicity","12/542",0.0123856954558673,12
"HS","GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","8/542",0.0125278756131368,8
"HS","GO:0033631","cell-cell adhesion mediated by integrin","5/542",0.0126365710851584,5
"HS","GO:0043032","positive regulation of macrophage activation","5/542",0.0126365710851584,5
"HS","GO:0052652","cyclic purine nucleotide metabolic process","5/542",0.0126365710851584,5
"HS","GO:0061045","negative regulation of wound healing","9/542",0.0131235962625864,9
"HS","GO:0071675","regulation of mononuclear cell migration","13/542",0.0132498650296524,13
"HS","GO:0002719","negative regulation of cytokine production involved in immune response","6/542",0.0138178065612471,6
"HS","GO:0010955","negative regulation of protein processing","6/542",0.0138178065612471,6
"HS","GO:0051251","positive regulation of lymphocyte activation","24/542",0.0138178065612471,24
"HS","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","16/542",0.0138178065612471,16
"HS","GO:0019221","cytokine-mediated signaling pathway","32/542",0.0144561881812051,32
"HS","GO:0002709","regulation of T cell mediated immunity","10/542",0.0144561881812051,10
"HS","GO:1901342","regulation of vasculature development","20/542",0.0144561881812051,20
"HS","GO:0002819","regulation of adaptive immune response","17/542",0.0144792083571642,17
"HS","GO:0001568","blood vessel development","40/542",0.0146060044958545,40
"HS","GO:0030183","B cell differentiation","14/542",0.0148269505774482,14
"HS","GO:0030501","positive regulation of bone mineralization","7/542",0.014838024572778,7
"HS","GO:0050832","defense response to fungus","7/542",0.014838024572778,7
"HS","GO:0050921","positive regulation of chemotaxis","13/542",0.0157322758492994,13
"HS","GO:0071677","positive regulation of mononuclear cell migration","10/542",0.0161865431407305,10
"HS","GO:0002710","negative regulation of T cell mediated immunity","5/542",0.0165540086793507,5
"HS","GO:0009187","cyclic nucleotide metabolic process","5/542",0.0165540086793507,5
"HS","GO:0072111","cell proliferation involved in kidney development","5/542",0.0165540086793507,5
"HS","GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell","5/542",0.0165540086793507,5
"HS","GO:0002228","natural killer cell mediated immunity","8/542",0.0165540086793507,8
"HS","GO:0070232","regulation of T cell apoptotic process","7/542",0.0178360487069849,7
"HS","GO:0033627","cell adhesion mediated by integrin","10/542",0.0181401755480821,10
"HS","GO:0048525","negative regulation of viral process","11/542",0.0183944722186433,11
"HS","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","16/542",0.0184450561512464,16
"HS","GO:0050672","negative regulation of lymphocyte proliferation","9/542",0.0192540048409464,9
"HS","GO:0042130","negative regulation of T cell proliferation","8/542",0.0193501033910829,8
"HS","GO:0001944","vasculature development","41/542",0.0203371230569154,41
"HS","GO:0045861","negative regulation of proteolysis","20/542",0.0207677276639601,20
"HS","GO:0007520","myoblast fusion","6/542",0.0207677276639601,6
"HS","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","6/542",0.0207677276639601,6
"HS","GO:0097421","liver regeneration","6/542",0.0207677276639601,6
"HS","GO:1903318","negative regulation of protein maturation","6/542",0.0207677276639601,6
"HS","GO:0006749","glutathione metabolic process","7/542",0.0207677276639601,7
"HS","GO:0030195","negative regulation of blood coagulation","7/542",0.0207677276639601,7
"HS","GO:1900047","negative regulation of hemostasis","7/542",0.0207677276639601,7
"HS","GO:0032945","negative regulation of mononuclear cell proliferation","9/542",0.0214079698107808,9
"HS","GO:0050860","negative regulation of T cell receptor signaling pathway","5/542",0.0214079698107808,5
"HS","GO:2000108","positive regulation of leukocyte apoptotic process","5/542",0.0214079698107808,5
"HS","GO:0002011","morphogenesis of an epithelial sheet","8/542",0.0218132378112527,8
"HS","GO:1905330","regulation of morphogenesis of an epithelium","8/542",0.0218132378112527,8
"HS","GO:0034116","positive regulation of heterotypic cell-cell adhesion","4/542",0.0230805007043296,4
"HS","GO:0043301","negative regulation of leukocyte degranulation","4/542",0.0230805007043296,4
"HS","GO:0072074","kidney mesenchyme development","4/542",0.0230805007043296,4
"HS","GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","4/542",0.0230805007043296,4
"HS","GO:0032635","interleukin-6 production","13/542",0.0236743669738188,13
"HS","GO:0032675","regulation of interleukin-6 production","13/542",0.0236743669738188,13
"HS","GO:0070169","positive regulation of biomineral tissue development","7/542",0.0240951576344155,7
"HS","GO:0071396","cellular response to lipid","36/542",0.0240951576344155,36
"HS","GO:0007229","integrin-mediated signaling pathway","11/542",0.0240951576344155,11
"HS","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","6/542",0.0246312727339479,6
"HS","GO:0010463","mesenchymal cell proliferation","6/542",0.0246312727339479,6
"HS","GO:0031638","zymogen activation","8/542",0.0246849158281707,8
"HS","GO:0045582","positive regulation of T cell differentiation","12/542",0.0251087509758354,12
"HS","GO:0045765","regulation of angiogenesis","19/542",0.0256625860417617,19
"HS","GO:0033002","muscle cell proliferation","17/542",0.0257499011361894,17
"HS","GO:0002526","acute inflammatory response","9/542",0.0267733909837256,9
"HS","GO:0034114","regulation of heterotypic cell-cell adhesion","5/542",0.027005297838885,5
"HS","GO:0045621","positive regulation of lymphocyte differentiation","13/542",0.0277121380273172,13
"HS","GO:0045109","intermediate filament organization","7/542",0.027841192659352,7
"HS","GO:0045778","positive regulation of ossification","7/542",0.027841192659352,7
"HS","GO:0050819","negative regulation of coagulation","7/542",0.027841192659352,7
"HS","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","6/542",0.0297180582525549,6
"HS","GO:0045089","positive regulation of innate immune response","25/542",0.0300405664020596,25
"HS","GO:0001503","ossification","26/542",0.0312962276123353,26
"HS","GO:0009410","response to xenobiotic stimulus","26/542",0.0312962276123353,26
"HS","GO:0002456","T cell mediated immunity","11/542",0.0317408167512755,11
"HS","GO:0034112","positive regulation of homotypic cell-cell adhesion","4/542",0.0317408167512755,4
"HS","GO:1901722","regulation of cell proliferation involved in kidney development","4/542",0.0317408167512755,4
"HS","GO:1901739","regulation of myoblast fusion","4/542",0.0317408167512755,4
"HS","GO:0002637","regulation of immunoglobulin production","8/542",0.0318838567293111,8
"HS","GO:0043300","regulation of leukocyte degranulation","7/542",0.032272277658094,7
"HS","GO:0002833","positive regulation of response to biotic stimulus","26/542",0.0322737547726809,26
"HS","GO:0002275","myeloid cell activation involved in immune response","10/542",0.0329447505453439,10
"HS","GO:0050764","regulation of phagocytosis","9/542",0.0330773943195287,9
"HS","GO:0070664","negative regulation of leukocyte proliferation","9/542",0.0330773943195287,9
"HS","GO:0050920","regulation of chemotaxis","15/542",0.0347604823906653,15
"HS","GO:0002347","response to tumor cell","6/542",0.034978855432727,6
"HS","GO:0061041","regulation of wound healing","12/542",0.034978855432727,12
"HS","GO:0070613","regulation of protein processing","8/542",0.0360033159852557,8
"HS","GO:0001890","placenta development","14/542",0.0361681595557812,14
"HS","GO:2000106","regulation of leukocyte apoptotic process","10/542",0.0361681595557812,10
"HS","GO:0051146","striated muscle cell differentiation","20/542",0.0365693519216254,20
"HS","GO:0002720","positive regulation of cytokine production involved in immune response","9/542",0.0367005368785141,9
"HS","GO:0032720","negative regulation of tumor necrosis factor production","7/542",0.0367005368785141,7
"HS","GO:0043030","regulation of macrophage activation","7/542",0.0367005368785141,7
"HS","GO:0071887","leukocyte apoptotic process","12/542",0.0376477694605066,12
"HS","GO:0008285","negative regulation of cell population proliferation","39/542",0.0394950404340362,39
"HS","GO:0002260","lymphocyte homeostasis","9/542",0.0405159166744482,9
"HS","GO:0019079","viral genome replication","12/542",0.0405159166744482,12
"HS","GO:0002701","negative regulation of production of molecular mediator of immune response","6/542",0.0405159166744482,6
"HS","GO:0006968","cellular defense response","6/542",0.0405159166744482,6
"HS","GO:0032715","negative regulation of interleukin-6 production","6/542",0.0405159166744482,6
"HS","GO:0044319","wound healing, spreading of cells","6/542",0.0405159166744482,6
"HS","GO:0090504","epiboly","6/542",0.0405159166744482,6
"HS","GO:0090505","epiboly involved in wound healing","6/542",0.0405159166744482,6
"HS","GO:0010755","regulation of plasminogen activation","4/542",0.041326091604002,4
"HS","GO:0034368","protein-lipid complex remodeling","4/542",0.041326091604002,4
"HS","GO:0034369","plasma lipoprotein particle remodeling","4/542",0.041326091604002,4
"HS","GO:0036037","CD8-positive, alpha-beta T cell activation","4/542",0.041326091604002,4
"HS","GO:0030199","collagen fibril organization","7/542",0.0414071935450134,7
"HS","GO:1903900","regulation of viral life cycle","13/542",0.042227991584552,13
"HS","GO:0048598","embryonic morphogenesis","34/542",0.0423432972211237,34
"HS","GO:0031100","animal organ regeneration","8/542",0.0444065434780801,8
"HS","GO:0070228","regulation of lymphocyte apoptotic process","8/542",0.0444065434780801,8
"HS","GO:0052548","regulation of endopeptidase activity","18/542",0.0446521610734462,18
"HS","GO:1902106","negative regulation of leukocyte differentiation","10/542",0.0471161154013256,10
"HS","GO:0009620","response to fungus","7/542",0.0472049212422793,7
"HS","GO:0019884","antigen processing and presentation of exogenous antigen","7/542",0.0472049212422793,7
"HS","GO:0033628","regulation of cell adhesion mediated by integrin","7/542",0.0472049212422793,7
"HS","GO:0042267","natural killer cell mediated cytotoxicity","7/542",0.0472049212422793,7
"HS","GO:0007435","salivary gland morphogenesis","5/542",0.048992310065795,5
"HS","GO:0010464","regulation of mesenchymal cell proliferation","5/542",0.048992310065795,5
"HS","GO:0035456","response to interferon-beta","5/542",0.048992310065795,5
"HS","GO:0050869","negative regulation of B cell activation","5/542",0.048992310065795,5
"HS","GO:0062208","positive regulation of pattern recognition receptor signaling pathway","8/542",0.0493085247257261,8
"HS","GO:0043068","positive regulation of programmed cell death","35/542",0.0496582200173353,35
"HS","GO:0009615","response to virus","26/542",0.0496582200173353,26
"VL","GO:0022613","ribonucleoprotein complex biogenesis","52/541",4.31627387684264e-07,52
"VL","GO:0051301","cell division","53/541",4.42815500692812e-05,53
"VL","GO:0008380","RNA splicing","43/541",0.000112099344651732,43
"VL","GO:0051276","chromosome organization","53/541",0.000112099344651732,53
"VL","GO:0042254","ribosome biogenesis","35/541",0.000120011995931718,35
"VL","GO:0051383","kinetochore organization","8/541",0.000124894902529449,8
"VL","GO:0007059","chromosome segregation","40/541",0.000124894902529449,40
"VL","GO:0006412","translation","55/541",0.000124894902529449,55
"VL","GO:0000819","sister chromatid segregation","28/541",0.00026378816074684,28
"VL","GO:0000070","mitotic sister chromatid segregation","25/541",0.00026378816074684,25
