"disease","ID","Description","GeneRatio","p.adjust","Count"
"CSU","GO:0006400","tRNA modification","33/2486",0.0186149600130341,33
"CSU","GO:0034341","response to type II interferon","35/2486",0.018800905238575,35
"CSU","GO:0002286","T cell activation involved in immune response","36/2486",0.018800905238575,36
"CSU","GO:1902893","regulation of miRNA transcription","25/2486",0.0188509796993789,25
"CSU","GO:1902532","negative regulation of intracellular signal transduction","144/2486",0.0191833564077696,144
"CSU","GO:0002252","immune effector process","126/2486",0.0191833564077696,126
"CSU","GO:0002263","cell activation involved in immune response","73/2486",0.0192695438663058,73
"CSU","GO:2000628","regulation of miRNA metabolic process","27/2486",0.0205191523965548,27
"CSU","GO:0032206","positive regulation of telomere maintenance","28/2486",0.0211507435612118,28
"CSU","GO:1903131","mononuclear cell differentiation","114/2486",0.0211507435612118,114
"CSU","GO:0002274","myeloid leukocyte activation","51/2486",0.0215425024101086,51
"CSU","GO:1905897","regulation of response to endoplasmic reticulum stress","29/2486",0.0215425024101086,29
"CSU","GO:0043068","positive regulation of programmed cell death","129/2486",0.0222653022814266,129
"CSU","GO:0009408","response to heat","31/2486",0.0222653022814266,31
"CSU","GO:0042110","T cell activation","124/2486",0.0223889185089139,124
"CSU","GO:0006163","purine nucleotide metabolic process","91/2486",0.0223889185089139,91
"CSU","GO:0036503","ERAD pathway","36/2486",0.0223889185089139,36
"CSU","GO:0038061","non-canonical NF-kappaB signal transduction","34/2486",0.0223889185089139,34
"CSU","GO:0034101","erythrocyte homeostasis","46/2486",0.0237124905399714,46
"CSU","GO:0009117","nucleotide metabolic process","103/2486",0.0237124905399714,103
"CSU","GO:1903578","regulation of ATP metabolic process","21/2486",0.0260756283778533,21
"CSU","GO:0050777","negative regulation of immune response","49/2486",0.0262969854806872,49
"CSU","GO:0071222","cellular response to lipopolysaccharide","49/2486",0.0262969854806872,49
"CSU","GO:0070227","lymphocyte apoptotic process","28/2486",0.0265800816760168,28
"CSU","GO:0006356","regulation of transcription by RNA polymerase I","18/2486",0.0272165891052137,18
"CSU","GO:0046112","nucleobase biosynthetic process","10/2486",0.0275275179972817,10
"CSU","GO:0016032","viral process","104/2486",0.0278787735084044,104
"CSU","GO:0032543","mitochondrial translation","46/2486",0.0278787735084044,46
"CSU","GO:0043065","positive regulation of apoptotic process","125/2486",0.0278787735084044,125
"CSU","GO:0031348","negative regulation of defense response","61/2486",0.0283294669216056,61
"CSU","GO:1900542","regulation of purine nucleotide metabolic process","23/2486",0.0287590746347094,23
"CSU","GO:0048255","mRNA stabilization","19/2486",0.0295954613571184,19
"CSU","GO:0170036","import into the mitochondrion","19/2486",0.0295954613571184,19
"CSU","GO:0002446","neutrophil mediated immunity","12/2486",0.0313953879531704,12
"CSU","GO:0045981","positive regulation of nucleotide metabolic process","12/2486",0.0313953879531704,12
"CSU","GO:1900544","positive regulation of purine nucleotide metabolic process","12/2486",0.0313953879531704,12
"CSU","GO:0002283","neutrophil activation involved in immune response","9/2486",0.0313953879531704,9
"CSU","GO:0006691","leukotriene metabolic process","9/2486",0.0313953879531704,9
"CSU","GO:0031053","primary miRNA processing","9/2486",0.0313953879531704,9
"CSU","GO:0000959","mitochondrial RNA metabolic process","20/2486",0.0316103033868709,20
"CSU","GO:0042116","macrophage activation","27/2486",0.0321106498164467,27
"CSU","GO:0002444","myeloid leukocyte mediated immunity","28/2486",0.0326025136326891,28
"CSU","GO:0009261","ribonucleotide catabolic process","35/2486",0.032729510644624,35
"CSU","GO:0071346","cellular response to type II interferon","29/2486",0.032744850675401,29
"CSU","GO:1902373","negative regulation of mRNA catabolic process","21/2486",0.0334672322911428,21
"CSU","GO:0071219","cellular response to molecule of bacterial origin","50/2486",0.0334939071043604,50
"CSU","GO:0002285","lymphocyte activation involved in immune response","54/2486",0.0345313701360868,54
"CSU","GO:0030889","negative regulation of B cell proliferation","8/2486",0.0353776618599507,8
"CSU","GO:0006753","nucleoside phosphate metabolic process","133/2486",0.0358666218901381,133
"CSU","GO:0009199","ribonucleoside triphosphate metabolic process","57/2486",0.0359903761342912,57
"CSU","GO:0045646","regulation of erythrocyte differentiation","18/2486",0.0362757787963809,18
"CSU","GO:0006140","regulation of nucleotide metabolic process","23/2486",0.0362757787963809,23
"CSU","GO:1902806","regulation of cell cycle G1/S phase transition","52/2486",0.0362757787963809,52
"CSU","GO:0007159","leukocyte cell-cell adhesion","88/2486",0.0367062902210095,88
"CSU","GO:0055086","nucleobase-containing small molecule metabolic process","138/2486",0.0370005085814584,138
"CSU","GO:0006360","transcription by RNA polymerase I","24/2486",0.0372642639951137,24
"CSU","GO:1903580","positive regulation of ATP metabolic process","11/2486",0.0373385038713597,11
"CSU","GO:0030098","lymphocyte differentiation","95/2486",0.0374176083762366,95
"CSU","GO:0032200","telomere organization","50/2486",0.038071436522464,50
"CSU","GO:1901137","carbohydrate derivative biosynthetic process","124/2486",0.0387004368891826,124
"CSU","GO:0009154","purine ribonucleotide catabolic process","34/2486",0.0387004368891826,34
"CSU","GO:0050864","regulation of B cell activation","34/2486",0.0387004368891826,34
"CSU","GO:0097530","granulocyte migration","33/2486",0.0389769982411619,33
"CSU","GO:0001816","cytokine production","150/2486",0.0391432329746258,150
"CSU","GO:0062207","regulation of pattern recognition receptor signaling pathway","45/2486",0.0443995718066588,45
"CSU","GO:0043331","response to dsRNA","17/2486",0.045602780530489,17
"CSU","GO:0032259","methylation","57/2486",0.0467792417067094,57
"CSU","GO:0031334","positive regulation of protein-containing complex assembly","48/2486",0.0475369245214241,48
"CSU","GO:0001817","regulation of cytokine production","149/2486",0.0480950891045624,149
"CSU","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","12/2486",0.0480950891045624,12
"CSU","GO:0045948","positive regulation of translational initiation","12/2486",0.0480950891045624,12
"CSU","GO:0072524","pyridine-containing compound metabolic process","47/2486",0.0485252588691364,47
"CSU","GO:0030217","T cell differentiation","72/2486",0.0487064602182774,72
"CSU","GO:0002292","T cell differentiation involved in immune response","26/2486",0.0487064602182774,26
